keywords,sentence,article_no,source,title or content,
探路者,　　12月9日，探路者发布消息称，将出资1亿元参股25%成立另一体育产业基金，这只基金所投项目以成长期和扩张期为主，兼顾成熟期和Pre-IPO阶段项目,5,国内论坛,c,2
探路者,　　探路者董事长兼CEO盛发强表示，这样的投资布局将支撑探路者的社群战略转型，“到2018年，公司的社群生态将初显成效，届时核心竞争力将是社群生态的建设性和创新力，预计公司2019年总营收将达到100亿元,5,国内论坛,c,2
探路者,”　　探路者如何拯救其旅行板块的危局,5,国内论坛,c,1
探路者,这些构成了关乎探路者转型探路成败的关键点,5,国内论坛,c,2
探路者,： 华讯首页> 财经频道> 大视觉>  正文 钟晖离职背后 探路者旅游业务现危局,5,国内论坛,t,2
探路者,　　光猪圈健身　　光猪圈健身完成1200万元Pre-A轮融资，投资方为探路者和同基金和中企会投资基金,6,国内新闻,c,2
探路者,　　古德体育　　古德体育完成500万元Pre-A轮融资，投资方为探路者旗下的基金探梦工场,6,国内新闻,c,2
探路者,　　爱江山越野跑　　爱江山越野跑完成来自探路者基金的千万级别 Pre-A 轮融资,6,国内新闻,c,2
探路者,　　新梦想体育　　新梦想体育获探路者百万级天使轮融资,6,国内新闻,c,2
探路者,　　据其官网显示，A股上市公司“东方网力”和“探路者”，以及“达晨创投”都是AlfaReal的股东,7,国内新闻,c,1
探路者,而部分员工透露，2015年，众景视界获得A股上市公司“东方网力”和“探路者”1500万元的融资，2016年2月，公司引入达晨创投及肖斌2000万元的融资,7,国内新闻,c,1
探路者,对此，有业内人士指出，“两桶油”在央企市场化改革中一直担当“探路者”的角色，依照目前“两桶油”所释放出的改革信息，不仅说明国企改革是2017年的“重头戏”，也意味着国企改革已经进入深水区,8,国内新闻,c,0
探路者,对此，有业内人士指出，“两桶油”在央企市场化改革中一直担当“探路者(16.690， 0.00，  0.00%)”的角色，依照目前“两桶油”所释放出的改革信息，不仅说明国企改革是2017年的“重头戏”，也意味着国企改革已经进入深水区,9,国内新闻,c,0
探路者,2014年，“探路者”入选“亚洲中小上市企业200强”；品驰医疗自主研发的脑起搏器获得国家食品药品监督管理总局颁发的产品注册证，标志着我国生物医药领域又一重大科技成果成功进入市场；2016年宏福科技孵化器股份有限公司作为全市首家“孵化+众创”的孵化服务机构登陆新三板……昌平的经济形态正朝着“高精尖”结构深度转型,10,国内新闻_电子报,c,1
探路者,探路者(300005)融资融券信息(12-23)来源：东方财富网探路者(300005)2016-12-23融资融券信息显示，探路者融资余额634，392，470元，融券余额41，725元，融资买入额0元，融资偿还额1，277，573元，融资净买额-1，277，573元，融券余量2，500股，融券卖出量0股，融券偿还量0股，融资融券余额634，434，195元,11,国内论坛,c,1
探路者,探路者融资融券详细信息如下表：交易日期代码简称融资融券余额(元)2016-12-23300005探路者634，434，195融资余额(元)融资买入额(元)融资偿还额(元)融资净买额(元)634，392,11,国内论坛,c,1
探路者,探路者(300005)融资融券信息(12-23),11,国内论坛,t,1
探路者,　　对此，有业内人士指出，“两桶油”在央企市场化改革中一直担当“探路者(16.690， 0.00， 0.00%)”的角色，依照目前“两桶油”所释放出的改革信息，不仅说明国企改革是2017年的“重头戏”，也意味着国企改革已经进入深水区,12,国内新闻,c,0
探路者,　　对此，有业内人士指出，“两桶油”在央企市场化改革中一直担当“探路者（300005）”的角色，依照目前“两桶油”所释放出的改革信息，不仅说明国企改革是2017年的“重头戏”，也意味着国企改革已经进入深水区,13,国内新闻,c,1
探路者,　　相关上市公司：卡宾滑雪、探路者、金达威、莱茵体育、国旅联合、华录百纳、凯撒旅游、奥瑞金、华策影视、长白山、万科A、中弘股份,14,国内新闻,c,2
探路者,　　冬奥会与《意见》共同为冰雪运动加温，推荐长白山（603099.SH）、探路者（300005.SZ）　　2015 年7 月31 日，在马来西亚吉隆坡举行的国际奥委会第128 次全会上，国际奥委会主席巴赫宣布：中国北京获得2022 年第24 届冬季奥林匹克运动会举办权,15,国内新闻,c,1
探路者,　　户外运动龙头探路者（300005.SZ）在冰雪运动方面也已提前布局,15,国内新闻,c,1
探路者,2015年8 月，公司与孙波共同设立了北京探路者冰雪控股发展有限公司，旗下首家滑雪场“中岳嵩顶滑雪度假区”已于2016 年1 月开业,15,国内新闻,c,2
探路者,　　FitTime睿健时代获5000万B+轮投资　　FitTime睿健时代完成了5000万的B+轮融资，东方富海领投，首泰金信和探路者和同资本跟投,16,国内微信,c,2
探路者,"【点击阅读全文】<IMAGE SRC=""http://pic.chinaventure.com.cn/cms/20161014100335_190.jpg"" >点击图片进入新闻2. FitTime睿健时代获5000万元B+轮融资，东方富海领投FitTime睿健时代获得5000万B+轮融资，东方富海领投，首泰金信和探路者和同资本跟投",17,国内新闻,c,2
探路者,2831N裕同中期方向不明，暂时观望300001特锐德控制仓位，静待趋势进一步明确300002神州泰岳均线多头排列，持股为宜300003乐普医疗停牌300004南风股份走势比较弱，逢高减仓300005探路者停牌300006莱美药业筑底走势将继续，建议不入300007汉威电子走势比较弱，逢高减仓300008天海防务横盘震荡，暂时观望300009安科生物多空仍在争夺，谨慎为宜300010立思辰均线空头,18,国内新闻,c,1
探路者,探路者(300005)融资融券信息(12-26)来源：东方财富网探路者(300005)2016-12-26融资融券信息显示，探路者融资余额630，112，589元，融券余额41，725元，融资买入额0元，融资偿还额4，279，881元，融资净买额-4，279，881元，融券余量2，500股，融券卖出量0股，融券偿还量0股，融资融券余额630，154，314元,19,国内论坛,c,1
探路者,探路者融资融券详细信息如下表：交易日期代码简称融资融券余额(元)2016-12-26300005探路者630，154，314融资余额(元)融资买入额(元)融资偿还额(元)融资净买额(元)630，112,19,国内论坛,c,1
探路者,探路者(300005)融资融券信息(12-26),19,国内论坛,t,1
探路者,FitTime睿健时代完成5000万B+轮融资　　投资方：由东方富海领投，首泰金信和探路者和同资本跟投　　行业：本地生活　　简介：FitTime睿健时代是一家健身及减肥服务平台　　拓展：针对不同类型、不同需求的健身人群给出饮食和训练的建议和指导　　,20,国内新闻,c,2
探路者,FitTime睿健时代完成5000万B+轮融资　　投资方：由东方富海领投，首泰金信和探路者和同资本跟投　　行业：本地生活　　简介：FitTime睿健时代是一家健身及减肥服务平台　　拓展：针对不同类型、不同需求的健身人群给出饮食和训练的建议和指导　　,21,国内新闻,c,2
探路者,　　冬奥会与《意见》共同为冰雪运动加温，推荐长白山(603099.SH)、探路者(300005.SZ)　　2015 年 7 月 31 日，在马来西亚吉隆坡举行的国际奥委会第 128 次全会上，国际奥委会主席巴赫宣布：中国北京获得 2022 年第 24 届冬季奥林匹克运动会举办权,22,国内论坛,c,1
探路者,　　户外运动龙头探路者(300005.SZ)在冰雪运动方面也已提前布局,22,国内论坛,c,1
探路者,2015年 8 月， 公司与孙波共同设立了北京探路者冰雪控股发展有限公司，旗下首家滑雪场“中岳嵩顶滑雪度假区”已于 2016 年 1 月开业,22,国内论坛,c,2
探路者,　　像民生金融租赁这样的银行系金融租赁公司，资金实力相对雄厚，完全可以作为银行国际化战略的探路者和先行军，依托银行优势，在实施“一带一路”战略中大有可为,23,国内新闻,c,2
探路者,这一方面与我们是这个行业的探路者之一有关,23,国内新闻,c,0
探路者,我们重点推荐贵人鸟，推荐相关标的：探路者，中体产业，莱茵体育，中航时尚,24,国内新闻,c,1
探路者,　　中国针织工业协会经编分会会长、东华大学纺织学院院长陈南梁，北京爱慕内衣有限公司品质管理中心总监关春红，探路者控股集团股份有限公司研发中心总监陈百顺分别从产业用、服装用和户外用品的角度分析了经编织物的研发现状及发展趋势,25,国内微信,c,2
探路者,　　2016年度最富创新力银行交通银行山东省分行　　作为一家百年银行，交通银行一直都是金融改革的先行者和探路者，从交通银行山东省分行近两年的发展轨迹看，该行在山东金融市场更是创新力十足,26,国内新闻_电子报,c,0
探路者,为此，江中集团计划进一步引进战略者补足企业短板，成为中医药产业拓展海外市场的探路者、排头兵，在江中集团层面引进并购能力强、经验丰富的战略投资者，有效补齐江中外延式发展的短板,27,国内新闻_电子报,c,2
探路者,加强对外合作，适时开展国际并购，大力开拓国际市场，成为中医药产业拓展海外市场的探路者、排头兵,27,国内新闻_电子报,c,0
探路者,此外，作为企业及电商代表，来自唯品会、迪卡侬、探路者的相关负责人从支持团标制订和如何维护消费者合法权益角度作了发言,28,国内新闻_电子报,c,2
探路者,　　    论坛期间，天津市消协秘书长张正为参与制定速干衣团体标准的天纺标检测科技有限公司、中检认证天津公司，“探路者”“迪卡侬”“乔丹”“特步”等品牌公司，颁发承办任务书及证书,28,国内新闻_电子报,c,2
探路者,  本次活动由峨眉山市委宣传部、共青团峨眉山市委、峨眉山市文广新局主办，军格四川探路者公司独家引进,29,国内新闻_电子报,c,2
探路者,　　    作为我国最早建立的经济特区之一，改革开放三十多年来，珠海被赋予“试验田”和“探路者”角色，广大干部群众艰苦创业，顽强拼搏，不断书写春天的故事，演绎改革发展的传奇，为探索中国特色社会主义事业做出了积极贡献,30,国内新闻_电子报,c,0
探路者,商务部国贸研究院国际市场研究所副所长白明对南方日报记者表示，广东企业碧桂园作为一个房地产企业在海外进行投资和建设“森林城市”项目，是一种积极探路的表现，是广东企业“走出去”的探路者,31,国内新闻_电子报,c,2
探路者,探路者(300005)融资融券信息(12-27)来源：东方财富网探路者(300005)2016-12-27融资融券信息显示，探路者融资余额628，814，232元，融券余额41，725元，融资买入额0元，融资偿还额1，298，357元，融资净买额-1，298，357元，融券余量2，500股，融券卖出量0股，融券偿还量0股，融资融券余额628，855，957元,32,国内论坛,c,1
探路者,探路者融资融券详细信息如下表：交易日期代码简称融资融券余额(元)2016-12-27300005探路者628，855，957融资余额(元)融资买入额(元)融资偿还额(元)融资净买额(元)628，814,32,国内论坛,c,1
探路者,探路者(300005)融资融券信息(12-27),32,国内论坛,t,1
探路者,.2 22.64  18%  56  　2-23 欧菲光 002456  　25.8 25 -3.1% 2  　2-22 奥飞动漫 002292  　35.8  　42  17%  23  　2-4 探路者 300005  　17.9 19 6.1% 3  　1-26 纳川股份 300198  　12.28  　12.68  3.2% 11  　1-20 奥普光电 002338  　56.6 55,33,国内微信,c,1
探路者,200份70元现金卡；专注钢琴爱好者的钢琴服务平台神州租琴将提供300份二百元优惠劵；智能互联网生鲜品牌优鲜季将提供10份有机食品礼盒；成龙领衔主演的2017贺岁大电影功夫瑜伽将提供100份电影通票；探路者将提供冲锋衣50件；李宁将提供150个羽毛球包；尤尼克斯将提供50支羽毛球拍；亚瑟士将提供100双专业跑鞋,34,国内新闻,c,1
探路者,　　中国风险投资有限公司（下称中风投）称得上是中国风险投资事业的探路者之一,35,国内微信,c,2
探路者,2014年，“探路者”入选“亚洲中小上市企业200强”；品驰医疗自主研发的脑起搏器获得国家食品药品监督管理总局颁发的产品注册证，标志着我国生物医药领域又一重大科技成果成功进入市场；2016年宏福科技孵化器股份有限公司作为全市首家“孵化+众创”的孵化服务机构登陆新三板……昌平的经济形态正朝着“高精尖”结构深度转型,36,国内微信,c,1
探路者,　　像民生金融租赁这样的银行系金融租赁公司，资金实力相对雄厚，完全可以作为银行国际化战略的探路者和先行军，依托银行优势，在实施“一带一路”战略中大有可为,37,国内微信,c,2
探路者,这一方面与我们是这个行业的探路者之一有关,37,国内微信,c,
探路者,旗下基金投资长方集团非公开发行股票的公告2016年5月19日9宝盈基金管理有限公司关于旗下基金持有的停牌股票采用指数收益法进行估值的提示性公告2016年6月2日10宝盈基金管理有限公司关于旗下基金投资探路者非公开发行股票的公告2016年6月4日11宝盈基金管理有限公司关于旗下基金持有的停牌股票采用指数收益法进行估值的提示性公告2016年6月4日12宝盈基金管理有限公司关于新增北京汇成基金销售有限公,38,国内新闻,c,1
探路者,农民出身的行业探路者们从农村的联产承包制和土地租赁制，联想到了加盟制：让加盟网点自己投资，同时盈亏自负，每一单只需向总部缴纳固定的“面单费”,39,国内论坛,c,0
探路者,　　探路者东证融成合作 设立体育产业基金　　据探路者最新公告披露，该公司与东证融成资本管理有限公司等单位共同出资成立体育产业基金，其中探路者认缴金额为1亿元，持股25%，东证融成持股50%,40,国内微信,c,2
探路者,公告指出，基金暂定名为襄阳东证和探路者体育产业基金，基金募集规模为4亿元，主要用于投资体育领域，包括赛事运营、互联网＋体育、体育培训、智能硬件、体育媒体、场馆运营、体育彩票等,40,国内微信,c,2
探路者,　　对于联合设立体育产业基金，探路者表示是公司战略规划的需求，可以帮助公司拓展业务领域,40,国内微信,c,2
探路者,”目前，该项目已经获得探路者独立董事的同意，同时，探路者董事会也全票通过了此项议案,40,国内微信,c,2
探路者,　　体育板块是探路者三大业务之一，目前探路者体育事业群以投资业务和巩固崇顶滑雪场运营为主，是集团培育的未来新兴业务板块，仍处于起步阶段,40,国内微信,c,1
探路者,实际上，探路者已经从单一的户外用品的生产和销售拓展为“户外用品+旅行+大体育”，有观点指出，体育板块有望成为新的盈利增长点,40,国内微信,c,1
探路者,　　除了体育板块，探路者的户外用品和旅游业务也是探路者主要的业务板块,40,国内微信,c,1
探路者,值得注意的是，探路者的旅游业务与户外用品及体育板块结合较为密切，目前公司正在加大体验式旅行的研发力度，从而缩小了普通旅游产品的规模，这也是探路者旅游板块业绩下滑的原因之一,40,国内微信,c,1
探路者,另外，户外用品板块面临较大的竞争压力，目前处于去库存阶段，探路者2016年三季度报告显示，户外用品的营收出现下滑,40,国内微信,c,1
探路者,探路者东证融成合作 设立体育产业基金,40,国内微信,t,2
探路者,  课程背景  AP课程的中国探路者  以AP（美国大学预修课）教学为例，乐训一直走在探索与领先的道路上，10年来，大量“AP荣誉学者”出自这里,41,国内新闻_电子报,c,
探路者,为马云探路赵薇只是一个探路者，是马云的前哨，继淘宝电子商务后，马云进军文化市场开淘宝，以万家文化为平台，以杭州为基地，拓展全国,42,国内论坛,c,0
探路者,实际上，远在环保成为公众话题之前，资本就已经嗅到环保产业的发展机遇，中国风险投资有限公司就是探路者之一,43,国内新闻,c,2
探路者,探路者(300005)融资融券信息(12-28)来源：东方财富网探路者(300005)2016-12-28融资融券信息显示，探路者融资余额625，400，688元，融券余额41，725元，融资买入额0元，融资偿还额3，413，544元，融资净买额-3，413，544元，融券余量2，500股，融券卖出量0股，融券偿还量0股，融资融券余额625，442，413元,44,国内论坛,c,1
探路者,探路者融资融券详细信息如下表：交易日期代码简称融资融券余额(元)2016-12-28300005探路者625，442，413融资余额(元)融资买入额(元)融资偿还额(元)融资净买额(元)625，400,44,国内论坛,c,1
探路者,探路者(300005)融资融券信息(12-28),44,国内论坛,t,1
探路者,931.8%193-3厦门钨业600549  　19.222.6418%562-23欧菲光002456  　25.825-3.1%22-22奥飞动漫002292  　35.8  　4217%232-4探路者300005  　17.9196.1%31-26纳川股份300198  　12.28  　12.683.2%111-20奥普光电002338  　56.655.46-2%5尊享金股　　中线稳进（,45,国内微信,c,1
探路者,推荐探路者（基金投资FitTime，拟布局健身产业）、贵人鸟（拟收购威尔士），关注中体产业（中体倍力）和莱茵体育（收购飞马健身，打造智慧健身馆）,46,国内微信,c,1
探路者,而在基金经理较为感兴趣的确定性品种，部分基金公司也强化实地调研，如银华基金(博客，微博)、国泰基金近期调研了探路者，南方基金、华泰柏瑞基金近期调研了捷顺科技等,47,国内微信,c,2
探路者,　　中国风险投资有限公司（下称中风投）称得上是中国风险投资事业的探路者之一,48,国内微信,c,2
探路者,推荐探路者(基金投资FitTime，拟布局健身产业)、贵人鸟(拟收购威尔士)，关注中体产业(中体倍力)和莱茵体育(收购飞马健身，打造智慧健身馆),49,国内新闻,c,1
探路者,　　探路者拟重大资产重组停牌超一个月 将延期复牌　　探路者控股集团股份有限公司（以下简称“探路者”）因筹划重大资产重组事项，根据《深圳证券交易所创业板股票上市规则（2014 年修订）》的有关规定，该公司向深圳证券交易所申请，其公司股票自 2016年 11月 28 日（星期一）下午开市起停牌，计划12月27日复牌,50,国内微信,c,1
探路者,但截至12月28日，停牌已超月余，探路者公司仍未复盘,50,国内微信,c,1
探路者,　　对于将延期复盘原因，探路者公司公告称：　　“公司原计划争取于2016年12月27日前按照中国证监会《公开发行证券的　　公司信息披露内容与格式准则第26号―上市公司重大资产重组（2014年修订）》　　的要求披露重大资产重组预案或者报告书（草案），但由于本次重大资产重组工作涉及的工作量较大，相关工作尚未完成，重组方案的具体内容尚需进一步商讨、论证和完善，相关工作难以在首次停牌后1个月内完成,50,国内微信,c,1
探路者,”　　此前，探路者控股集团股份有限公司发布的2016年第三季度公告显示，受市场消费整体低迷，行业竞争加剧以及探路者对于用户服务职能投入增加、旅行服务业务转型升级等因素的影响，该公司的营业利润在报告期内呈现了一定幅度的下降,50,国内微信,c,2
探路者,　　探路者2016-12-28融资融券信息显示，探路者融资余额625，400，688元，融券余额41，725元，融资买入额0元，融资偿还额3，413，544元，融资净买额-3，413，544元，融券余量2，500股，融券卖出量0股，融券偿还量0股，融资融券余额625，442，413元,50,国内微信,c,1
探路者,"探路者融资融券详细信息如下表：<IMAGE SRC=""http://mmbiz.qpic.cn/mmbiz_jpg/WGYlXINyboFBIIFRX0pcqG4HgcTII5wSp8jVntMdcb",50,国内微信,c,1
探路者,探路者拟重大资产重组停牌超一个月 将延期复牌,50,国内微信,t,1
探路者,推荐探路者（基金投资FitTime，拟布局健身产业）、贵人鸟（拟收购威尔士），关注中体产业（中体倍力）和莱茵体育（收购飞马健身，打造智慧健身馆）,51,国内微信,c,1
探路者,公司2016年预计营收突破2000万元，目前已经获得了洪泰基金、探路者体育产业并购基金的融资,51,国内微信,c,2
探路者,推荐探路者（基金投资FitTime，拟布局健身产业）、贵人鸟（拟收购威尔士，设立基金投资多个健身App），关注中体产业（中体倍力）、莱茵体育（收购飞马健身，打造智慧健身馆）,51,国内微信,c,1
探路者,重点公司推荐　　探路者：主业望调整触底，期待布局健身产业　　目前公司拥有户外、旅游、体育三大业务板块,51,国内微信,c,1
探路者,推荐探路者(基金投资FitTime，拟布局健身产业)、贵人鸟(拟收购威尔士)，关注中体产业(中体倍力)和莱茵体育(收购飞马健身，打造智慧健身馆),52,国内新闻,c,1
探路者,在12月28日召开的龙泉市第十四次党代会上，新一届龙泉市委明确提出：将践行忠诚干净担当，勇立绿色发展潮头，当好“两山”理论的探路者和模范生，建设“生态更优、实力更强、城乡更美、百姓更富、文化更兴、社会文明程度更高”的美丽幸福好龙泉，更好地为我国向全世界展示中国智慧贡献龙泉力量，更好地为我省打造全面小康标杆省份提供龙泉元素,53,国内新闻_电子报,c,
探路者,　　此前，论坛君对韩都衣舍进行过估值的模拟试算，不构成任何投资建议：　　将四家大家都比较熟悉的服装企业探路者（300005）、七匹狼（002029）、森马、搜于特（002503）(潮流前线)作为韩都衣舍的可比公司,54,国内新闻,c,1
探路者,　　执惠2016复盘系列：持续推出体验式旅行产品，“并购狂人”探路者如何构建户外社群生态,55,国内微信,c,2
探路者,趋势反转300001特锐德均线空头排列，等待趋势反转300002神州泰岳均线空头排列，等待趋势反转300003乐普医疗筑底走势将继续，建议不入300004南风股份均线空头排列，等待趋势反转300005探路者停牌300006莱美药业控制仓位，静待趋势进一步明确300007汉威电子中期方向不明，暂时观望300008天海防务均线空头排列，等待趋势反转300009安科生物可高抛低吸，摊低成本300010立,56,国内新闻,c,1
探路者,亨通还先后中标巴基斯坦、哈萨克斯坦等多项重点工程项目，涉及铁路、新能源、智能电网等领域，成为民营企业布局“一带一路”的探路者,57,国内论坛,c,2
探路者,推荐探路者（基金投资FitTime，拟布局健身产业）、贵人鸟（拟收购威尔士），关注中体产业（中体倍力）和莱茵体育（收购飞马健身，打造智慧健身馆）,58,国内微信,c,1
探路者,亨通还先后中标巴基斯坦、哈萨克斯坦等多项重点工程项目，涉及铁路、新能源、智能电网等领域，成为民营企业布局“一带一路”的探路者,59,国内论坛,c,2
探路者,探路者(300005)融资融券信息(12-29)来源：东方财富网探路者(300005)2016-12-29融资融券信息显示，探路者融资余额622，562，037元，融券余额41，725元，融资买入额0元，融资偿还额2，838，651元，融资净买额-2，838，651元，融券余量2，500股，融券卖出量0股，融券偿还量0股，融资融券余额622，603，762元,60,国内论坛,c,1
探路者,探路者融资融券详细信息如下表：交易日期代码简称融资融券余额(元)2016-12-29300005探路者622，603，762融资余额(元)融资买入额(元)融资偿还额(元)融资净买额(元)622，562,60,国内论坛,c,1
探路者,探路者(300005)融资融券信息(12-29),60,国内论坛,t,1
探路者,亨通还先后中标巴基斯坦、哈萨克斯坦等多项重点工程项目，涉及铁路、新能源、智能电网等领域，成为民营企业布局“一带一路”的探路者,61,国内论坛,c,2
探路者,.2 22.64  18%  56  　2-23 欧菲光 002456  　25.8 25 -3.1% 2  　2-22 奥飞动漫 002292  　35.8  　42  17%  23  　2-4 探路者 300005  　17.9 19 6.1% 3  　1-26 纳川股份 300198  　12.28  　12.68  3.2% 11  　1-20 奥普光电 002338  　56.6 55,62,国内微信,c,1
探路者,　　本次股票发行数量为100万股，发行价格为每股9元，募集资金900万元，发行对象1名，由在册股东鹰潭市探路者和同体育产业投资中心（有限合伙）全部认购,63,国内新闻,c,2
探路者,　　本次股票发行募集资金的用途为偿还银行贷款；偿还鹰潭市探路者和同体育产业投资中心（有限合伙）借款,63,国内新闻,c,2
探路者,探路者的户外用品业务仍然处于清库存的状态，而旅游业务也处于转型调整期，受此影响，三季度收入下滑51.59%，净利润下滑73.48%；三夫户外前三季度收入增长9%，但费用率上升致净利润下滑22%,64,国内微信,c,2
探路者,　　户外类企业收入增长在14年之前有逐渐下滑的趋势，但由于相关上市公司仅有探路者和三夫户外两家，整个子行业受单个公司影响较大，探路者在15年由于并购业务收入大涨导致整个子行业也大涨1倍以上，16年前三季度又下滑至-10%，若剔除新业务影响，户外用品业务并未有明显改善,64,国内微信,c,1
探路者,李迅雷和姜超两人，前者是我国最早提出转型卖方研究的探路者和实践者，提出的卖方研究模式，迄今仍被业内所采用,65,国内论坛,c,0
探路者,　　投资建议与投资标的　　户外健身主线建议关注两类上市公司：（1）一是已积极布局抢占市场、具有一定影响力和品牌效应的户外健身游运营商，关注顾地科技（002694，未评级）、探路者（300005，买入）、三夫户外（002780，未评级）；（2）二是凭借既有游客流量优势、充分发挥资源禀赋优势进军户外健身游的龙头景区运营商，推荐黄山旅游（600054，买入），关注长白山（60,66,国内新闻,c,1
探路者,公司旗下的阿肯诺下线了吗探路者：您好，公司近期正在调整阿肯诺的运营,67,国内论坛,c,2
探路者,在这一年里，当人们的眼球都在美国的苹果和中国的BAT，话题都是首富和房地产的时候，伟才教育作为一家致力于“幼教资源整合”的民族幼教金质品牌，已经成功进入了资本市场——在新三板实现挂牌，成为国内幼儿园加盟的领头羊和探路者,68,国内新闻,c,0
探路者,　　就在日前，探路者（300005，sz）刚刚发布公告称，拟与其他方共同出资成立体育产业基金，基金募集规模为4亿元，主要用于投资体育领域，包括赛事运营、互联网＋体育等项目,69,国内微信,c,1
探路者,　　探路者已两次出手　　探路者的公告称，与东证融成资本管理有限公司等单位共同出资，成立体育产业基金，其中探路者认缴金额为1亿元，持股25%，东证融成资本管理有限公司持股50%,69,国内微信,c,2
探路者,　　这已经不是探路者的第一个体育基金了,69,国内微信,c,2
