keywords,sentence,article_no,source,title or content,
北京城乡,"
　　北京城乡为北京区域第五大百货零售企业，公司业务涵盖百货、超市、物业租赁、酒店、购物中心等多种商业业态",13,国内新闻,c,2
北京城乡,截至2016年12月23日，第一医药自三季度以来上涨23.02%，国机通用上涨14.61%，北京城乡上涨12.99%，国企改革概念股整体表现较好,13,国内新闻,c,1
北京城乡,"50a010d19cccac1f9316.jpg"" >
　　王亚伟新进国改概念股，重仓布局国企改革
　　数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯（002238）、第一医药（600833）、北京城乡（600861）和国机通用（600444）4只个股，分别持有341万股、292万股、160万股和95万股，歌华有线（600037）三季度加仓60万股",14,国内新闻,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,14,国内新闻,c,1
北京城乡,"
　　北京城乡为北京区域第五大百货零售企业，公司业务涵盖百货、超市、物业租赁、酒店、购物中心等多种商业业态",14,国内新闻,c,2
北京城乡,截至2016年12月23日，第一医药自三季度以来上涨23.02%，国机通用上涨14.61%，北京城乡上涨12.99%，国企改革概念股整体表现较好,14,国内新闻,c,1
北京城乡,"京东收购北京城乡，会不会涨到100元?
京东收购北京城乡，会不会涨到100元?",15,国内论坛,c,1
北京城乡,京东收购北京城乡，会不会涨到100元?,15,国内论坛,t,1
北京城乡,"
王亚伟新进国改概念股，重仓布局国企改革
格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯、第一医药、北京城乡和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，歌华有线三季度加仓60万股",16,国内新闻,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,16,国内新闻,c,1
北京城乡,"品持股数量行业概念板块
天威视讯昀沣4号集合资金信托计划 180万传媒 国企改革、三网融合
昀沣证券投资集合资金信托计划 161万
第一医药昀沣证券投资集合资金信托计划 292万医药生物上海本地重组
北京城乡昀沣证券投资集合资金信托计划 160万商业贸易 国企改革、举牌
金安国纪千合紫荆1号集合资金信托计划 118万电子预增
国机通用昀沣证券投资集合资金信托计划 95万化工 重组、环保概念
 资料",16,国内新闻,c,1
北京城乡,"
北京城乡为北京区域第五大百货零售企业，公司业务涵盖百货、超市、物业租赁、酒店、购物中心等多种商业业态",16,国内新闻,c,2
北京城乡,截至2016年12月23日，第一医药自三季度以来上涨23.02%，国机通用上涨14.61%，北京城乡上涨12.99%，国企改革概念股整体表现较好,16,国内新闻,c,1
北京城乡,央企改革推进速度较快， 飞亚达 A 有望受益；北京出台《关于市属国有控股混合所有制企业开展员工持股试点的实施办法》，相关企业公司治理结构有望进一步完善，推荐首商股份、北京城乡、翠微股份,17,国内新闻,c,1
北京城乡,"
　　上述水厂建设后，将逐步解决北京城乡供水不平衡的情况",18,国内新闻_电子报,c,0
北京城乡,"
格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯、第一医药、北京城乡和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，歌华有线三季度加仓60万股",19,国内新闻_电子报,c,1
北京城乡,资料显示，王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,19,国内新闻_电子报,c,1
北京城乡,截至12月23日，第一医药自三季度以来上涨23.02%，国机通用上涨14.61%，北京城乡上涨12.99%，国企改革概念股整体表现较好,19,国内新闻_电子报,c,1
北京城乡,"概念股，且都是重仓布局，笔者特意寻找了出来给大家分享：
　　王亚伟新进国改概念股，重仓布局国企改革
　　数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯（002238）、第一医药（600833）、北京城乡（600861）和国机通用（600444）4只个股，分别持有341万股、292万股、160万股和95万股，歌华有线（600037）三季度加仓60万股",20,国内微信,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,20,国内微信,c,1
北京城乡,央企改革推进速度较快， 飞亚达 A 有望受益；北京出台《关于市属国有控股混合所有制企业开展员工持股试点的实施办法》，相关企业公司治理结构有望进一步完善，推荐首商股份、北京城乡、翠微股份,21,国内论坛,c,1
北京城乡," 
　　  王亚伟旗下的昀沣系列产品三季度新进天威视讯（002238）、第一医药（600833）、北京城乡（600861）和国机通用（600444）4只个股，分别持有341万股、292万股、160万股和95万股，歌华有线（600037）三季度加仓60万股",22,国内微信,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,22,国内微信,c,1
北京城乡,"8东安动力1.390.2910.8010.910.98
600895张江高科1.400.2317.8918.060.93
600584长电科技1.300.5117.8017.960.92
600861北京城乡1.250.3715.2615.400.89
600783鲁信创投1.380.2522.6522.850.88
600847万里股份2.100.2726.5126.720.81
600038中",23,国内新闻,c,1
北京城乡,"959江苏有线2.061.2411.2011.391.73
600543莫高股份3.501.8315.1415.391.66
601015陕西黑猫2.342.439.509.641.43
600861北京城乡1.780.7715.2815.481.31
600462九有股份4.242.078.028.121.27
600463空港股份1.630.4714.7814.971.27
600712南宁百",24,国内新闻,c,1
北京城乡,"1.050.6639.41
300519新光药业5.353.292.8884.7
600618氯碱化工5.341.391.3314.62
300099尤 洛 卡5.334.8239.14
600861北京城乡5.311.780.7715.48
002538司 尔 特5.290.11.3910.07
300522世名科技5.283.774.3599
300303聚飞光电5.272.671.388.8",25,国内新闻,c,1
北京城乡,"959江苏有线2.061.2411.2011.391.73
600543莫高股份3.501.8315.1415.391.66
601015陕西黑猫2.342.439.509.641.43
600861北京城乡1.780.7715.2815.481.31
600462九有股份4.242.078.028.121.27
600463空 港股份1.630.4714.7814.971.27
600712南宁",26,国内新闻,c,1
北京城乡,"
二、零售具有转型潜力的企业：
1、民营机制、有创新精神、有区域网点优势和竞争力的超市：永辉超市、步步高和红旗连锁
2、占据城市核心商圈，有客流优势但经营不佳，改造提升潜力大的传统百货：徐家汇、杭州解百、中兴商业、北京城乡
3、实体B2B市场类公司具有深厚的市场/仓储、商户&用户、交易额和交易场景资源，数据、金融、物流及衔接B2C等的价值巨大：小商品城、轻纺城、海宁皮城",27,国内论坛,c,2
北京城乡,"724宁波富达1.720.285.865.931.13
600806*ST 昆机2.371.677.687.771.12
600847万里股份2.410.7126.5226.801.05
600861北京城乡1.450.8615.2715.431.05
600497驰宏锌锗3.093.157.287.351.02
600313农发种业2.261.436.726.791.01
600362江西铜业1",28,国内新闻,c,1
北京城乡,"00896览海投资3.631.2212.1612.270.94
600516方大炭素1.411.679.299.370.90
600868梅雁吉祥1.393.335.795.840.90
600861北京城乡1.251.1515.2615.400.89
600125铁龙物流1.074.638.458.520.88
600355精伦电子1.421.779.909.990.87
600106重庆路桥1",29,国内新闻,c,1
北京城乡,"00896览海投资3.631.2212.1612.270.94
600516方大炭素1.411.679.299.370.90
600868梅雁吉祥1.393.335.795.840.90
600861北京城乡1.251.1515.2615.400.89
600125铁龙物流1.074.638.458.520.88
600355精伦电子1.421.779.909.990.87
600106重庆路桥1",30,国内新闻,c,1
北京城乡,"00896览海投资3.631.2212.1612.270.94
600516方大炭素1.411.679.299.370.90
600868梅雁吉祥1.393.335.795.840.90
600861北京城乡1.251.1515.2615.400.89
600125铁龙物流1.074.638.458.520.88
600355精伦电子1.421.779.909.990.87
600106重庆路桥1",31,国内新闻,c,1
北京城乡,"00896览海投资3.631.2212.1612.270.94
600516方大炭素1.411.679.299.370.90
600868梅雁吉祥1.393.335.795.840.90
600861北京城乡1.251.1515.2615.400.89
600125铁龙物流1.074.638.458.520.88
600355精伦电子1.421.779.909.990.87
600106重庆路桥1",32,国内新闻,c,1
北京城乡,理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯(002238，股吧)(14.600， 0.14， 0.97%)、第一医药(600833，股吧)(19.520， -0.03， -0.15%)、北京城乡(600861，股吧)(15.400， 0.19， 1.25%)和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线(600037，股吧)(15.280,33,国内新闻,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,33,国内新闻,c,1
北京城乡,"
　另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯、第一医药、北京城乡和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线60万股",34,国内新闻_电子报,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,34,国内新闻_电子报,c,1
北京城乡,从最新三季度的持仓来看，外贸信托-昀沣的重仓股有三聚环保(行情300072，买入)、燕京啤酒(行情000729，买入)、歌华有线(行情600037，买入)、国机通用(行情600444，买入)、第一医药(行情600833，买入)、北京城乡(行情600861，买入)、天威视讯(行情002238，买入),35,国内新闻,c,1
北京城乡,从最新三季度的持仓来看，外贸信托-昀沣的重仓股有三聚环保(行情300072，买入)、燕京啤酒(行情000729，买入)、歌华有线(行情600037，买入)、国机通用(行情600444，买入)、第一医药(行情600833，买入)、北京城乡(行情600861，买入)、天威视讯(行情002238，买入),36,国内新闻,c,1
北京城乡,从最新三季度的持仓来看，外贸信托-昀沣的重仓股有三聚环保、燕京啤酒、歌华有线、国机通用、第一医药、北京城乡、天威视讯,37,国内新闻,c,1
北京城乡,"
另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯、第一医药、北京城乡和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线60万股",38,国内新闻,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,38,国内新闻,c,1
北京城乡,"
　　另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯、第一医药、北京城乡和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线60万股",39,国内论坛,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,39,国内论坛,c,1
北京城乡,"
　　另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯(行情002238，买入)、第一医药(行情600833，买入)、北京城乡(行情600861，买入)和国机通用(行情600444，买入)4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线(行情600037，买入)60万股",40,国内新闻,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,40,国内新闻,c,1
北京城乡,"
　另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯、第一医药、北京城乡和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线60万股",41,国内新闻,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,41,国内新闻,c,1
北京城乡,"
　　另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯、第一医药、北京城乡和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线60万股",42,国内新闻,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,42,国内新闻,c,1
北京城乡,"
　　另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯、第一医药、北京城乡和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线60万股",43,国内新闻,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,43,国内新闻,c,1
北京城乡,从最新三季度的持仓来看，外贸信托-昀沣的重仓股有三聚环保(行情300072，买入)、燕京啤酒(行情000729，买入)、歌华有线(行情600037，买入)、国机通用(行情600444，买入)、第一医药(行情600833，买入)、北京城乡(行情600861，买入)、天威视讯(行情002238，买入),44,国内新闻,c,1
北京城乡,从最新三季度的持仓来看，外贸信托-昀沣的重仓股有三聚环保(行情300072，买入)、燕京啤酒(行情000729，买入)、歌华有线(行情600037，买入)、国机通用(行情600444，买入)、第一医药(行情600833，买入)、北京城乡(行情600861，买入)、天威视讯(行情002238，买入),45,国内新闻,c,1
北京城乡,"
　　
　　《北京城乡公司深度报告：物业重估价值高，关注国改潜力》
　　1 、商业经营立足北京，地产贡献新增量",46,国内微信,c,2
北京城乡,"
　　《北京城乡公司深度报告：物业重估价值高，关注国改潜力》
　　1、商业经营立足北京，地产贡献新增量",47,国内微信,c,2
北京城乡,从最新三季度的持仓来看，外贸信托-昀沣的重仓股有三聚环保、燕京啤酒、歌华有线、国机通用、第一医药、北京城乡、天威视讯,48,国内论坛,c,1
北京城乡,"
　　另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯、第一医药、北京城乡和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线60万股",49,国内新闻,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,49,国内新闻,c,1
北京城乡,"
　　另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进 天威视讯 、 第一医药 、 北京城乡 和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓 歌华有线 60万股",50,国内新闻,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,50,国内新闻,c,1
北京城乡,"
　　《北京城乡公司深度报告：物业重估价值高，关注国改潜力》
　　1、商业经营立足北京，地产贡献新增量",51,国内微信,c,2
北京城乡,从最新三季度的持仓来看，外贸信托-昀沣的重仓股有三聚环保、燕京啤酒、歌华有线、国机通用、第一医药、北京城乡、天威视讯,52,国内新闻,c,1
北京城乡,"
　　《北京城乡公司深度报告：物业重估价值高，关注国改潜力》
　　1、商业经营立足北京，地产贡献新增量",53,国内微信,c,2
北京城乡,从最新三季度的持仓来看，外贸信托-昀沣的重仓股有三聚环保、燕京啤酒、歌华有线、国机通用、第一医药、北京城乡、天威视讯,54,国内新闻,c,1
北京城乡,"
　　《北京城乡公司深度报告：物业重估价值高，关注国改潜力》
　　1、商业经营立足北京，地产贡献新增量",55,国内微信,c,2
北京城乡,"
　　《北京城乡公司深度报告：物业重估价值高，关注国改潜力》
　　1、商业经营立足北京，地产贡献新增量",56,国内微信,c,2
北京城乡,40， -0.04， -0.56%)、歌华有线(600037，股吧)(15.280， 0.04， 0.26%)、国机通用、第一医药(600833，股吧)(19.520， -0.03， -0.15%)、北京城乡(600861，股吧)(15.400， 0.19， 1.25%)、天威视讯(002238，股吧)(14.600， 0.14， 0.97%),57,国内新闻,c,1
北京城乡,从最新三季度的持仓来看，外贸信托-昀沣的重仓股有三聚环保、燕京啤酒、歌华有线、国机通用、第一医药、北京城乡、天威视讯,58,国内新闻,c,1
北京城乡,从最新三季度的持仓来看，外贸信托-昀沣的重仓股有三聚环保(46.300， 0.00， 0.00%)、燕京啤酒(7.040， 0.00， 0.00%)、歌华有线(15.280， 0.00， 0.00%)、国机通用、第一医药(19.520， 0.00， 0.00%)、北京城乡(15.400， 0.00，0.00%)、天威视讯(14.600， 0.00， 0.00%),59,国内新闻,c,1
北京城乡,从最新三季度的持仓来看，外贸信托-昀沣的重仓股有三聚环保(46.300， 0.00， 0.00%)、燕京啤酒(7.040， 0.00， 0.00%)、歌华有线(15.280， 0.00， 0.00%)、国机通用、第一医药(19.520， 0.00， 0.00%)、北京城乡(15.400， 0.00，0.00%)、天威视讯(14.600， 0.00， 0.00%),60,国内新闻,c,1
北京城乡,"
　　另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯、第一医药、北京城乡和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线60万股",61,国内新闻,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,61,国内新闻,c,1
北京城乡,"
　　另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯、第一医药、北京城乡和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线60万股",62,国内新闻,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,62,国内新闻,c,1
北京城乡,"
　　另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯、第一医药、北京城乡和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线60万股",63,国内新闻,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,63,国内新闻,c,1
北京城乡,"
　　《北京城乡公司深度报告：物业重估价值高，关注国改潜力》
　　1、商业经营立足北京，地产贡献新增量",64,国内微信,c,2
北京城乡,"
　　《北京城乡公司深度报告：物业重估价值高，关注国改潜力》
　　1、商业经营立足北京，地产贡献新增量",65,国内微信,c,2
北京城乡,"
　　另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯、第一医药、北京城乡和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线60万股",66,国内新闻,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,66,国内新闻,c,1
北京城乡,"
　　《北京城乡公司深度报告：物业重估价值高，关注国改潜力》
　　1、商业经营立足北京，地产贡献新增量",67,国内微信,c,2
北京城乡,"
　　另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯、第一医药、北京城乡和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线60万股",68,国内新闻,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革,68,国内新闻,c,1
北京城乡,"
　　《北京城乡公司深度报告：物业重估价值高，关注国改潜力》
　　1、商业经营立足北京，地产贡献新增量",69,国内微信,c,2
北京城乡,推荐鄂武商、天虹商场、欧亚集团，关注王府井（停牌中）、北京城乡、银座股份、合肥百货、津劝业等,70,国内微信,c,1
北京城乡,"
　　《北京城乡公司深度报告：物业重估价值高，关注国改潜力》
　　1、商业经营立足北京，地产贡献新增量",71,国内微信,c,2
北京城乡,从最新三季度的持仓来看，外贸信托-昀沣的重仓股有三聚环保、燕京啤酒、歌华有线、国机通用、第一医药、北京城乡、天威视讯,72,国内新闻,c,1
北京城乡,从最新三季度的持仓来看，外贸信托-昀沣的重仓股有三聚环保、燕京啤酒、歌华有线、国机通用、第一医药、北京城乡、天威视讯,73,国内新闻,c,1
北京城乡,"
　　另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯、第一医药、北京城乡和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线60万股",74,国内微信,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,74,国内微信,c,1
北京城乡,"
　　另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进 天威视讯、第一医药、北京城乡和国机通用 4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线60万股",75,国内微信,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,75,国内微信,c,1
北京城乡,"
　　另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯、第一医药、北京城乡和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线60万股",76,国内微信,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,76,国内微信,c,1
北京城乡,"
　　《北京城乡公司深度报告：物业重估价值高，关注国改潜力》
　　1、商业经营立足北京，地产贡献新增量",77,国内微信,c,2
北京城乡,"均线多头排列，持股为宜
600857宁波中百多空仍在争夺，谨慎为宜
600858银座股份均线空头排列，等待趋势反转
600859王府井停牌
600860京城股份均线空头排列，等待趋势反转
600861北京城乡筑底走势将继续，建议不入
600862中航高科中期方向不明，暂时观望
600863内蒙华电筑底走势将继续，建议不入
600864哈投股份控制仓位，静待趋势进一步明确
600865百大集团均线空",78,国内新闻,c,1
北京城乡,"
　　《北京城乡公司深度报告：物业重估价值高，关注国改潜力》
　　1、商业经营立足北京，地产贡献新增量",79,国内微信,c,2
北京城乡,"
　　《北京城乡公司深度报告：物业重估价值高，关注国改潜力》
　　1、商业经营立足北京，地产贡献新增量",80,国内微信,c,2
北京城乡,"
　　《北京城乡公司深度报告：物业重估价值高，关注国改潜力》
　　1、商业经营立足北京，地产贡献新增量",81,国内微信,c,2
北京城乡,"
　　《北京城乡公司深度报告：物业重估价值高，关注国改潜力》
　　1、商业经营立足北京，地产贡献新增量",82,国内微信,c,2
北京城乡,从最新三季度的持仓来看，外贸信托-昀沣的重仓股有三聚环保、燕京啤酒、歌华有线、国机通用、第一医药、北京城乡、天威视讯,83,国内新闻,c,1
北京城乡,从最新三季度的持仓来看，外贸信托-昀沣的重仓股有三聚环保、燕京啤酒、歌华有线、国机通用、第一医药、北京城乡、天威视讯,84,国内新闻,c,1
北京城乡,"
　　另据格上理财数据统计，王亚伟旗下的昀沣系列产品三季度新进天威视讯(002238，股吧)、第一医药(600833，股吧)、北京城乡(600861，股吧)和国机通用4只个股，分别持有341万股、292万股、160万股和95万股，三季度加仓歌华有线(600037，股吧)60万股",85,国内新闻,c,1
北京城乡,王亚伟三季度新进个股大多为国企改革概念，其中，第一医药是上海国企改革概念股，北京城乡是北京国企改革概念股，天威视讯为深圳国企改革概念股,85,国内新闻,c,1
北京城乡,"　　今日有利好消息强势来袭宁波海运、天津磁卡、华新水泥、福建水泥、威远生化、鹏博士、悦达投资 红阳能源、正和股份、杭州解百 北京城乡
　　最近很多朋友在问龙探，“老师有牛股吗",86,国内微信,c,1
北京城乡,今日有利好消息强势来袭宁波海运、天津磁卡、华新水泥、福建水泥、威远生化、鹏博士、悦达投资 红阳能源、正和股份、杭州解百 北京城乡,86,国内微信,t,1
