keywords,sentence,article_no,source,title or content,
百合花,"排序的前五名股
票投资明细
序号
股票代码
股票名称
数量（股）
公允价值（元）
占基金资产净值比例（%）
1
600996
贵广网络
12，500
234，875.00
0.02
2
603823
百合花
3，762
123，167.88
0.01
3
601375
中原证券
26，695
106，780.00
0.01
4
603298
杭叉集团
3，641
88，403.48
0.01
5
",24,国内新闻,c,1
百合花,"排序的前五名股
票投资明细
序号
股票代码
股票名称
数量（股）
公允价值（元）
占基金资产净值比例（%）
1
600996
贵广网络
12，500
234，875.00
0.02
2
603823
百合花
3，762
123，167.88
0.01
3
601375
中原证券
26，695
106，780.00
0.01
4
603298
杭叉集团
3，641
88，403.48
0.01
5
",25,国内新闻,c,1
百合花,"排序的前五名股
票投资明细
序号
股票代码
股票名称
数量（股）
公允价值（元）
占基金资产净值比例（%）
1
600996
贵广网络
12，500
234，875.00
0.01
2
603823
百合花
3，762
123，167.88
0.00
3
601375
中原证券
26，695
106，780.00
0.00
4
603298
杭叉集团
3，641
88，403.48
0.00
5
",26,国内新闻,c,1
百合花,"排序的前五名股
票投资明细
序号
股票代码
股票名称
数量（股）
公允价值（元）
占基金资产净值比例（%）
1
600996
贵广网络
12，500
234，875.00
0.01
2
603823
百合花
3，762
123，167.88
0.00
3
601375
中原证券
26，695
106，780.00
0.00
4
603298
杭叉集团
3，641
88，403.48
0.00
5
",27,国内新闻,c,1
百合花,"值（元）
占基金资产净值比例（%）
1
600996
贵广网络
12，500
234，875.00
0.00
2
002831
裕同科技
2，219
153，554.80
0.00
3
603823
百合花
3，762
123，167.88
0.00
4
601375
中原证券
26，695
106，780.00
0.00
5
603298
杭叉集团
3，641
88，403.48
0.00
5.",28,国内新闻,c,1
百合花,"值（元）
占基金资产净值比例（%）
1
600996
贵广网络
12，500
234，875.00
0.00
2
002831
裕同科技
2，219
153，554.80
0.00
3
603823
百合花
3，762
123，167.88
0.00
4
601375
中原证券
26，695
106，780.00
0.00
5
603298
杭叉集团
3，641
88，403.48
0.00
5.",29,国内新闻,c,1
百合花,"，994.82
0.69
2
600271
航天信息
525，072
10，475，186.40
0.06
3
600996
贵广网络
12，500
234，875.00
0.00
4
603823
百合花
3，762
123，167.88
0.00
5
601375
中原证券
26，695
106，780.00
0.00
5.5 报告期末按债券品种分类的债券投资组合
序号
债券品种
公允价值（元",30,国内新闻,c,1
百合花,"，994.82
0.69
2
600271
航天信息
525，072
10，475，186.40
0.06
3
600996
贵广网络
12，500
234，875.00
0.00
4
603823
百合花
3，762
123，167.88
0.00
5
601375
中原证券
26，695
106，780.00
0.00
5.5 报告期末按债券品种分类的债券投资组合
序号
债券品种
公允价值（元",31,国内新闻,c,1
百合花,"基金资产
净值比例
(％)
1
002332
仙琚制药
654，134
8，418，704.58
0.12
2
600996
贵广网络
12，500
234，875.00
0.00
3
603823
百合花
3，762
123，167.88
0.00
4
601375
中原证券
26，695
106，780.00
0.00
5
603098
森特股份
4，293
103，332.51
0.00
5",32,国内新闻,c,1
百合花,"基金资产
净值比例
(％)
1
002332
仙琚制药
654，134
8，418，704.58
0.12
2
600996
贵广网络
12，500
234，875.00
0.00
3
603823
百合花
3，762
123，167.88
0.00
4
601375
中原证券
26，695
106，780.00
0.00
5
603098
森特股份
4，293
103，332.51
0.00
5",33,国内新闻,c,1
百合花,"基金资产
净值比例
(％)
1
002332
仙琚制药
654，134
8，418，704.58
0.12
2
600996
贵广网络
12，500
234，875.00
0.00
3
603823
百合花
3，762
123，167.88
0.00
4
601375
中原证券
26，695
106，780.00
0.00
5
603098
森特股份
4，293
103，332.51
0.00
5",34,国内新闻,c,1
百合花,"58，788.90
0.43
2
002330
得利斯
101，933
1，252，756.57
0.12
3
600996
贵广网络
12，500
234，875.00
0.02
4
603823
百合花
3，762
123，167.88
0.01
5
601375
中原证券
26，695
106，780.00
0.01
5.4 报告期末按债券品种分类的债券投资组合
本基金本报告期末未持有债券",35,国内新闻,c,1
百合花,"58，788.90
0.43
2
002330
得利斯
101，933
1，252，756.57
0.12
3
600996
贵广网络
12，500
234，875.00
0.02
4
603823
百合花
3，762
123，167.88
0.01
5
601375
中原证券
26，695
106，780.00
0.01
5.4 报告期末按债券品种分类的债券投资组合
本基金本报告期末未持有债券",36,国内新闻,c,1
百合花,"58，788.90
0.43
2
002330
得利斯
101，933
1，252，756.57
0.12
3
600996
贵广网络
12，500
234，875.00
0.02
4
603823
百合花
3，762
123，167.88
0.01
5
601375
中原证券
26，695
106，780.00
0.01
5.4 报告期末按债券品种分类的债券投资组合
本基金本报告期末未持有债券",37,国内新闻,c,1
百合花,"金资产净值比例（%）
1
300150
世纪瑞尔
2，532，917
25，253，182.49
1.01
2
600996
贵广网络
12，500
234，875.00
0.01
3
603823
百合花
3，762
123，167.88
0.00
4
601375
中原证券
26，695
106，780.00
0.00
5
603298
杭叉集团
3，641
88，403.48
0.00
5.",38,国内新闻,c,1
百合花,"码
 股票名称
 数量（股）
 公允价值（元）
 占基金资产净值比例（％）
 
 1
 600875
 东方电气
 108，654
 1，172，376.66
 0.99
 
 2
 603823
 百合花
 3，762
 123，167.88
 0.10
 
 3
 600996
 贵广网络
 5，416
 101，766.64
 0.09
 
 4
 002832
 比音勒芬
 1，158
 ",39,国内新闻,c,1
百合花,"1
 600996
 贵广网络
 12，500
 234，875.00
 0.00
 
 2
 002831
 裕同科技
 2，219
 153，554.80
 0.00
 
 3
 603823
 百合花
 3，762
 123，167.88
 0.00
 
 4
 601375
 中原证券
 26，695
 106，780.00
 0.00
 
 5
 603298
 杭叉集团
 3，641
",40,国内新闻,c,1
百合花,"50
 世纪瑞尔
 2，532，917
 25，253，182.49
 1.01
 
 2
 600996
 贵广网络
 12，500
 234，875.00
 0.01
 
 3
 603823
 百合花
 3，762
 123，167.88
 0.00
 
 4
 601375
 中原证券
 26，695
 106，780.00
 0.00
 
 5
 603298
 杭叉集团
 3，641
",41,国内新闻,c,1
百合花,"img.cnfol.com/images/c2/47/9953429/201701101231485205.png"" >
本周因后面操作亏损仅实获利10%多一点
1.06【目标股】止损出局
1.05【百合花】今天开盘获利26%出局
<IMAGE SRC=""http://blog.img.cnfol.com/images/c2/47/9953429/201701051107535354.png"" >",42,国内博客,c,1
百合花,重点关注百合花，信捷电器,43,国内博客,c,1
百合花,"829星网宇达75.0821.435.17002651利君股份14.8520.6810.00002825纳尔股份65.6520.524.87603239浙江仙通55.5520.364.20603823百合花28.8820.082.12
（来源：证券时报网 2017-01-20 15:58）",44,国内论坛,c,1
百合花,"
　　现场走访时，记者发现，今年陈村迎春花市仍然以传统年桔、蝴蝶兰、大花蕙兰、国兰、百合花等花品为主",45,国内新闻_电子报,c,1
百合花,"
我们1月份连续狙击的罗顿发展爆赚30%出局，百合花、宝塔实业双双爆赚15%以上出局，两面针爆赚10%出局，宝色股份布局后连拉两个涨停板",46,国内博客,c,1
百合花,"
<IMAGE SRC=""http://blog.img.cnfol.com/images/8f/92/6329318/201701041128158849.JPG"" >
我们超短线布局的百合花连续涨停",46,国内博客,c,1
百合花,"
　　这点就得绕回我关于去年１月２７日或２月２９日２６３８点以后的中长期走势了，我在２６３８点那时说过：“我坚定不移地相信，在沥青路上浇水，能种出百合花来",47,国内博客,c,1
百合花,”不管迄今为止这些百合花是否全都绽放了，但至少我不会在２６３８点那个绝对低点像大多数专家那样吓唬你，我会鼓励你充分发挥想象力，给你生存下去的勇气，至于此后的中长期走势有多么坎坷，那就是另一回事了,47,国内博客,c,1
百合花,"
我们1月份连续狙击的罗顿发展爆赚30%出局，百合花、宝塔实业双双爆赚15%以上出局，两面针爆赚10%出局，宝色股份布局后连拉两个涨停板",48,国内博客,c,1
百合花,"
<IMAGE SRC=""http://blog.img.cnfol.com/images/8f/92/6329318/201701041128158849.JPG"" >
我们超短线布局的百合花连续涨停",48,国内博客,c,1
百合花,"
　　基本符合上述标准的个股，周五收盘后大约有以下几只：
　　（当日很可能只是低吸机会，看未来几日能否发力）
　　永吉股份603058  百合花603823
  　安车检测300572  英飞特300582
  　振华股份603067  中旗股份300575
  　激智科技300566  新开普300248
  　苏州科达603660 ",49,国内微信,c,1
百合花,园内种有太阳花、醉蝶花、百合花、郁金香、金鱼草等60多种各国珍贵花卉，其中百合花片区种有广东地区罕见的复瓣百合花,50,国内新闻_电子报,c,0
百合花,园内种有太阳花、醉蝶花、百合花、郁金香、金鱼草等60多种各国珍稀花卉，园区目前正在举办“2017世界名花博览会”，活动将延续至春节后,51,国内新闻_电子报,c,0
百合花,新春期间，园内的百合花、金鱼草、醉蝶花、郁金香、太阳花都将迎来最佳观赏期,51,国内新闻_电子报,c,1
百合花,有关负责人表示，今年陈村迎春花市仍以传统年桔、蝴蝶兰、大花蕙兰、国兰、百合花等花品为主，而各类红粉系的蝴蝶兰更是新春赏花首选,52,国内新闻_电子报,c,1
百合花,"
　　地点：西樵山风景名胜区、佛山植物园
　　赏花期：茶花，12月~次年2月初最佳
　　梦里水乡 百合飘香
　　广佛交界的里水，是“中国香水百合花名镇”",53,国内新闻_电子报,c,1
百合花,本月中旬，南海区里水镇第六届百合花文化艺术节暨2017年梦里水乡文化艺术节举行,53,国内新闻_电子报,c,1
百合花,20万株百合花争相怒放，吸引上万名广佛市民慕名欣赏,53,国内新闻_电子报,c,1
百合花,昨日，记者了解到，目前百合花文化艺术节已结束，但仍有不少百合花可以观赏,53,国内新闻_电子报,c,0
百合花,除百合花以外，占地面积达6000亩，首期开发面积2000亩的万顷洋还有郁金香、蝴蝶兰、玫瑰、波斯菊等花种可以欣赏,53,国内新闻_电子报,c,0
百合花,梦里水乡百花园景区主要有非洲菊、蝶翠花、百合花、黄花风铃、宫粉紫荆等，景区还配套了龙舟、钓鱼、竹排、快艇等游乐设施,53,国内新闻_电子报,c,0
百合花,份、煌上煌、中潜股份、来伊份、田中精机、亚玛顿、金盾股份、蓉胜超微、新华网、达刚路机、华铁科技、宝钢包装、大连友谊、云意电气、国检集团、激智科技、易事特、杭州解百、深物业、如通股份、深纺织、罗顿发展、百合花、光力科技等等一大批有既有代表性、又有领头羊风范的超强势个股狙击标的，并在第一时间率领大家及时介入,54,国内博客,c,1
百合花,"
01月03日：【每日一金】百合花绿盘涨停大赚",54,国内博客,c,1
百合花,"
01月04日：【每日一金】百合花再次涨停",54,国内博客,c,1
百合花,"<IMAGE SRC=""http://blog.img.cnfol.com/images/b1/6a/7331365/201701030611378801.png"" >
01月04日：截止收盘我们的【百合花】大赚25.5%、【罗顿发展】连续三涨停
12月27日再次虎口拔牙【如通股份】
<IMAGE SRC=""http://blog.img.cnfol.com/images/b1/6a/733136",54,国内博客,c,1
百合花,"
明日短线福利股关注，爱建集团，海南橡胶，百合花，武进不锈",55,国内博客,c,1
百合花,"img.cnfol.com/images/c2/47/9953429/201701101231485205.png"" >
本周因后面操作亏损仅实获利10%多一点
1.06【目标股】止损出局
1.05【百合花】今天开盘获利26%出局
<IMAGE SRC=""http://blog.img.cnfol.com/images/c2/47/9953429/201701051107535354.png"" >",57,国内博客,c,1
百合花,"
牛传千股实盘圈子1月份连续狙击的罗顿发展爆赚30%出局，百合花、宝塔实业双双爆赚15%以上出局，两面针爆赚10%出局，宝色股份布局后连拉两个涨停板",58,国内博客,c,1
百合花,"
我们1月份连续狙击的罗顿发展爆赚30%出局，百合花、宝塔实业双双爆赚15%以上出局，两面针爆赚10%出局，宝色股份布局后连拉两个涨停板",59,国内博客,c,1
百合花,"
<IMAGE SRC=""http://blog.img.cnfol.com/images/8f/92/6329318/201701041128158849.JPG"" >
我们超短线布局的百合花连续涨停",59,国内博客,c,1
百合花,"img.cnfol.com/images/c2/47/9953429/201701101231485205.png"" >
本周因后面操作亏损仅实获利10%多一点
1.06【目标股】止损出局
1.05【百合花】今天开盘获利26%出局
<IMAGE SRC=""http://blog.img.cnfol.com/images/c2/47/9953429/201701051107535354.png"" >",60,国内博客,c,1
百合花,"
上周提示的泰山石油，今天有盈利的朋友 可以高抛止赢一部份，
今日低点附近，调仓买入布局，鼎捷软件，百合花，武进不锈，，
山东莫龙，等个股，盘中大家自己把握止赢点，一般有利润了三五个点涨不动就可以选择高抛
铁粉团铁粉勋章，年前继续优惠中，同样的服务优惠的价格",61,国内博客,c,1
百合花,"img.cnfol.com/images/c2/47/9953429/201701101231485205.png"" >
本周因后面操作亏损仅实获利10%多一点
1.06【目标股】止损出局
1.05【百合花】今天开盘获利26%出局
<IMAGE SRC=""http://blog.img.cnfol.com/images/c2/47/9953429/201701051107535354.png"" >",62,国内博客,c,1
百合花,"img.cnfol.com/images/c2/47/9953429/201701101231485205.png"" >
本周因后面操作亏损仅实获利10%多一点
1.06【目标股】止损出局
1.05【百合花】今天开盘获利26%出局
<IMAGE SRC=""http://blog.img.cnfol.com/images/c2/47/9953429/201701051107535354.png"" >",63,国内博客,c,1
百合花,"
603823百合花-------1.03-1.05卖出，获利27.69%",65,国内博客,c,1
百合花,"
603823百合花-------1.03-1.05卖出，获利27.69%",66,国内博客,c,1
百合花,份、煌上煌、中潜股份、来伊份、田中精机、亚玛顿、金盾股份、蓉胜超微、新华网、达刚路机、华铁科技、宝钢包装、大连友谊、云意电气、国检集团、激智科技、易事特、杭州解百、深物业、如通股份、深纺织、罗顿发展、百合花、光力科技等等一大批有既有代表性、又有领头羊风范的超强势个股狙击标的，并在第一时间率领大家及时介入,67,国内博客,c,1
百合花,"
01月03日：【每日一金】百合花绿盘涨停大赚",67,国内博客,c,1
百合花,"
01月04日：【每日一金】百合花再次涨停",67,国内博客,c,1
百合花,"<IMAGE SRC=""http://blog.img.cnfol.com/images/b1/6a/7331365/201701030611378801.png"" >
01月04日：截止收盘我们的【百合花】大赚25.5%、【罗顿发展】连续三涨停
12月27日再次虎口拔牙【如通股份】
<IMAGE SRC=""http://blog.img.cnfol.com/images/b1/6a/733136",67,国内博客,c,1
百合花,午后，由于53年18K壹分券、申奥成功套票、柳毅加标小本票、百合花片等品种出现回落，综指也不得不开始回调,68,国内博客,c,1
百合花,"
我们1月份连续狙击的罗顿发展爆赚30%出局，百合花、宝塔实业双双爆赚15%以上出局，两面针爆赚10%出局，宝色股份布局后连拉两个涨停板",69,国内博客,c,1
百合花,"
<IMAGE SRC=""http://blog.img.cnfol.com/images/8f/92/6329318/201701041128158849.JPG"" >
我们超短线布局的百合花连续涨停",69,国内博客,c,1
百合花,明日推荐国泰集团，低开一个点买，高开一个点等，继续关注百合花，我已经买了一点定位,70,国内博客,c,1
百合花,"觉300556  罗顿发展600209
  　万福生科300268  英唐智控300131
  　凌云股份600480  两面针600249
  　宏达股份600331  柳钢股份601003
  　百合花603823    新开普300248
  　川金诺300505
  　（提醒：仅从量价配合看，部分次新股或具备一定短线机会，但此类个股换手高，多空变化快，没经验或止损意识不强者，请勿参与）
　",71,国内微信,c,1
百合花,"img.cnfol.com/images/c2/47/9953429/201701101231485205.png"" >
本周因后面操作亏损仅实获利10%多一点
1.06【目标股】止损出局
1.05【百合花】今天开盘获利26%出局
<IMAGE SRC=""http://blog.img.cnfol.com/images/c2/47/9953429/201701051107535354.png"" >",72,国内博客,c,1
百合花,"
而既有玫瑰的富贵，又有百合花的清雅，莞产“圣茵-朱顶兰”今年是首次亮相东莞花市，通常朱顶兰的花期在4月，莞产的圣茵朱顶兰通过技术将花期提前为2月份-5月份，“现在的花卉春节开得正盛，市民不仅在花市能买到，1月28日-2月12日，还能前来我们南城水濂圣茵科普教育基地看国泰郁金香和圣茵兰的大型花卉展",73,国内新闻_电子报,c,0
百合花,"img.cnfol.com/images/c2/47/9953429/201701101231485205.png"" >
本周因后面操作亏损仅实获利10%多一点
1.06【目标股】止损出局
1.05【百合花】今天开盘获利26%出局
<IMAGE SRC=""http://blog.img.cnfol.com/images/c2/47/9953429/201701051107535354.png"" >",74,国内博客,c,1
百合花,"img.cnfol.com/images/c2/47/9953429/201701101231485205.png"" >
本周因后面操作亏损仅实获利10%多一点
1.06【目标股】止损出局
1.05【百合花】今天开盘获利26%出局
<IMAGE SRC=""http://blog.img.cnfol.com/images/c2/47/9953429/201701051107535354.png"" >",75,国内博客,c,1
百合花,盘古猪带着它的干儿子百合花倒在了回乡的路上,76,国内论坛,c,0
百合花,盘古猪带着它的干儿子百合花倒在了回乡的路上,76,国内论坛,t,0
百合花,"img.cnfol.com/images/c2/47/9953429/201701101231485205.png"" >
本周因后面操作亏损仅实获利10%多一点
1.06【目标股】止损出局
1.05【百合花】今天开盘获利26%出局
<IMAGE SRC=""http://blog.img.cnfol.com/images/c2/47/9953429/201701051107535354.png"" >",77,国内博客,c,1
百合花,"img.cnfol.com/images/c2/47/9953429/201701101231485205.png"" >
本周因后面操作亏损仅实获利10%多一点
1.06【目标股】止损出局
1.05【百合花】今天开盘获利26%出局
<IMAGE SRC=""http://blog.img.cnfol.com/images/c2/47/9953429/201701051107535354.png"" >",78,国内博客,c,1
百合花,"
  受到市场调整的影响，很对低位股重新进入破位走势，如600767运盛医疗、中国一重、花园生物、百合花等",79,国内博客,c,1
百合花,"img.cnfol.com/images/c2/47/9953429/201701101231485205.png"" >
本周因后面操作亏损仅实获利10%多一点
1.06【目标股】止损出局
1.05【百合花】今天开盘获利26%出局
<IMAGE SRC=""http://blog.img.cnfol.com/images/c2/47/9953429/201701051107535354.png"" >",80,国内博客,c,1
百合花,"
黑色星期二市场处于缩量低迷状态，领跌股票是塞力斯跌幅10%，中国一重跌幅9.86%，贝斯特跌幅
9.79%，碧水源跌幅8.98%，长春经开跌幅8.33%，运盛医疗跌幅9.04%，百合花跌幅8.22%",81,国内博客,c,1
百合花,"
    黑色星期二市场处于缩量低迷状态，领跌股票是塞力斯跌幅10%，中国一重跌幅9.86%，贝斯特跌幅
9.79%，碧水源跌幅8.98%，长春经开跌幅8.33%，运盛医疗跌幅9.04%，百合花跌幅8.22%",82,国内博客,c,1
百合花,"
我们1月份连续狙击的罗顿发展爆赚30%出局，百合花、宝塔实业双双爆赚15%以上出局，两面针爆赚10%出局，宝色股份布局后连拉两个涨停板",83,国内博客,c,1
百合花,"
<IMAGE SRC=""http://blog.img.cnfol.com/images/8f/92/6329318/201701041128158849.JPG"" >
我们超短线布局的百合花连续涨停",83,国内博客,c,1
百合花,"
         一些曾经有过表现的题材股处在跌幅榜前列，这让人看了很不爽，次新股今天也出现整体调整，常熟汽饰、华正新材、皖天然气、丝路视觉、帝王洁具、百合花、贝斯特处在跌幅居前",84,国内博客,c,1
百合花,"
         一些曾经有过表现的题材股处在跌幅榜前列，这让人看了很不爽，次新股今天也出现整体调整，常熟汽饰、华正新材、皖天然气、丝路视觉、帝王洁具、百合花、贝斯特处在跌幅居前",85,国内博客,c,1
百合花,"
         一些曾经有过表现的题材股处在跌幅榜前列，这让人看了很不爽，次新股今天也出现整体调整，常熟汽饰、华正新材、皖天然气、丝路视觉、帝王洁具、百合花、贝斯特处在跌幅居前",86,国内博客,c,1
百合花," 2：退市警告： 中国一重：2016年度预亏约57亿元 可能被实施退市警示
       运盛医疗:关于公司股票可能被实施退市风险警示的风险提示公告
       3:  次新股： 贝斯特，华正新材，百合花，帝王洁具，皖天然气·资金有限入市资金少而新股发行速度快分化了新股做多资金·
       4：减持企业: 绵石投资：股东中科汇通拟清仓减持1493万股 占比5.01%
       鼎捷软件：",87,国内论坛,c,1
百合花,商家摆出红牡丹、蝴蝶兰、百合花、水仙、红掌等各种品种的年花年桔，以及春联等节庆用品，市民结伴而来选购，将喜欢的年花年桔抱回家中,88,国内新闻_电子报,c,1
百合花,"
  越秀公园结合灯会，将花灯和花卉进行巧妙搭配，让市民、游客入园尽享“昼赏百花夜观灯”之乐：花灯设计上充分融合花景元素，如木棉花、牡丹花、荷花、百合花、玫瑰花等，基本每组花灯上都有花的元素，浓缩展现出花城绿城的美好画面",89,国内新闻_电子报,c,1
百合花,"img.cnfol.com/images/c2/47/9953429/201701101231485205.png"" >
本周因后面操作亏损仅实获利10%多一点
1.06【目标股】止损出局
1.05【百合花】今天开盘获利26%出局
<IMAGE SRC=""http://blog.img.cnfol.com/images/c2/47/9953429/201701051107535354.png"" >",91,国内博客,c,1
百合花,"  上联：东方日升新希望
       下联：幸福蓝海亿利达
       横批：潜能恒信
       
       5、致股神：
       上联：金雷风电万里马
       下联：梅雁吉祥百合花
       横批：完美世界
       
       6、致祖国：
       上联：人民同泰万家乐
       下联：国创高新英威腾
       横批：中国平安
       
",92,国内论坛,c,1
百合花,"盘古猪和它的干儿子百合花返乡的途中记得注意安全
千万别被驴踢了脑袋，让猪踩了几把，一路上野花不要乱采，小心的病",94,国内论坛,c,1
百合花,盘古猪和它的干儿子百合花返乡的途中记得注意安全,94,国内论坛,t,1
百合花,"img.cnfol.com/images/c2/47/9953429/201701101231485205.png"" >
本周因后面操作亏损仅实获利10%多一点
1.06【目标股】止损出局
1.05【百合花】今天开盘获利26%出局
<IMAGE SRC=""http://blog.img.cnfol.com/images/c2/47/9953429/201701051107535354.png"" >",95,国内博客,c,1
百合花,"
前期参与一只新股603823百合花，第二天割肉3%出逃重新又换一只新股603577汇金通，
第二天又割肉汇金通接近10%出逃，后来重新换该股新股",96,国内论坛,c,1
百合花,"  上联：东方日升新希望
       下联：幸福蓝海亿利达
       横批：潜能恒信
       
       5、致股神：
       上联：金雷风电万里马
       下联：梅雁吉祥百合花
       横批：完美世界
       
       6、致祖国：
       上联：人民同泰万家乐
       下联：国创高新英威腾
       横批：中国平安
       
",97,国内论坛,c,1
百合花,"、致上市公司：
上联：四维图新全聚德
下联：壹桥股份好当家
横批：万方发展
4、致股民：
上联：东方日升新希望
下联：幸福蓝海亿利达
横批：潜能恒信
5、致股神：
上联：金雷风电万里马
下联：梅雁吉祥百合花
横批：完美世界
6、致祖国：
上联：人民同泰万家乐
下联：国创高新英威腾
横批：中国平安
7、致2017新春：
上联：万家文化同济堂
下联：银宝山新赛福天
横批：五洲新春
最后，祝大家在新的一",98,国内论坛,c,1
百合花,“百合888”档主谭先生也对销情感乐观，他称每支70元的百合花最畅销，截至昨午已卖出逾千支,99,国内新闻_电子报,c,1
百合花,"img.cnfol.com/images/c2/47/9953429/201701101231485205.png"" >
本周因后面操作亏损仅实获利10%多一点
1.06【目标股】止损出局
1.05【百合花】今天开盘获利26%出局
<IMAGE SRC=""http://blog.img.cnfol.com/images/c2/47/9953429/201701051107535354.png"" >",100,国内博客,c,1
百合花,"img.cnfol.com/images/c2/47/9953429/201701101231485205.png"" >
本周因后面操作亏损仅实获利10%多一点
1.06【目标股】止损出局
1.05【百合花】今天开盘获利26%出局
<IMAGE SRC=""http://blog.img.cnfol.com/images/c2/47/9953429/201701051107535354.png"" >",101,国内博客,c,1
百合花,两面针当时都是引导市场情绪的标的，而罗顿发展还有当时的百合花都是市场自己选择的投机性接力股,102,国内论坛,c,1
百合花,"
无题
韩建河山英洛华，
大千生态百合花",103,国内博客,c,1
百合花,可以考虑罗顿发展 百合花,104,国内博客,c,1
百合花,罗顿发展可考虑加速3.次新难以主流百合花不加,104,国内博客,c,1
百合花,可以考虑罗顿发展 百合花,105,国内博客,c,1
百合花,罗顿发展可考虑加速3.次新难以主流百合花不加,105,国内博客,c,0
百合花,可以考虑罗顿发展 百合花,106,国内博客,c,0
百合花,罗顿发展可考虑加速3.次新难以主流百合花不加,106,国内博客,c,1
百合花,份、煌上煌、中潜股份、来伊份、田中精机、亚玛顿、金盾股份、蓉胜超微、新华网、达刚路机、华铁科技、宝钢包装、大连友谊、云意电气、国检集团、激智科技、易事特、杭州解百、深物业、如通股份、深纺织、罗顿发展、百合花、光力科技等等一大批有既有代表性、又有领头羊风范的超强势个股狙击标的，并在第一时间率领大家及时介入,107,国内博客,c,1
百合花,"
01月03日：【每日一金】百合花绿盘涨停大赚",107,国内博客,c,1
百合花,"
01月04日：【每日一金】百合花再次涨停",107,国内博客,c,1
百合花,"<IMAGE SRC=""http://blog.img.cnfol.com/images/b1/6a/7331365/201701030611378801.png"" >
01月04日：截止收盘我们的【百合花】大赚25.5%、【罗顿发展】连续三涨停
12月27日再次虎口拔牙【如通股份】
<IMAGE SRC=""http://blog.img.cnfol.com/images/b1/6a/733136",107,国内博客,c,1
百合花,十里莲江的“花田喜地欢乐民俗年”活动精彩纷呈，鲁冰花、百合花、郁金香、梅花等绚丽多彩，皮影戏、扯线布偶、弹弓比赛、篝火晚会、吃盆菜等带给游客一个乡村年味十足的欢乐假期，吸引了2万多游客到访,108,国内新闻_电子报,c,1
百合花,"
    花样多节目好：庙会成了艺术大舞台
    据记者了解，如今的庙会早已成了群文艺术的大舞台，来自七里河百合花民族花儿艺术团、城关区芳欣艺术团、西固区蓝馨花园鼓舞队、省文化团黄河民乐团、安宁区二十九家园舞蹈团等50多个精品文艺团队的1500多位“草根明星”们精神抖擞登台亮相，为金城观众献上一个又一个精彩的文艺节目",109,国内新闻_电子报,c,1
