keywords,sentence,article_no,source,title or content,
深圳机场,深圳机场(000089)融资融券信息(12-27),26,国内论坛,t,1
深圳机场,　2016年6月28日号称中国最美地铁线路— —深圳地铁11号线顺利开通，11号线共8节列车（其中有2节商务车厢，属于国内首创），时速达120公里，11号线与深圳机场T3航站楼实现无缝接驳，是深圳轨道交通三期工程建设重大项目之一，共设车站18座，称为全市最便捷换乘线路,27,国内论坛,c,2
深圳机场,　　2016年6月28日号称中国最美地铁线路— —深圳地铁11号线顺利开通，11号线共8节列车（其中有2节商务车厢，属于国内首创），时速达120公里，11号线与深圳机场T3航站楼实现无缝接驳，是深圳轨道交通三期工程建设重大项目之一，共设车站18座，称为全市最便捷换乘线路,28,国内论坛,c,2
深圳机场,我记得上一次去深圳机场的时候，注意看了一下深圳机场两边的广告牌，发现一个很有趣的现象，我不知道在座有没有人注意到，深圳机场的广告牌，它的每一面广告牌上都有一个二维码，大部分，80%的广告牌吧，这个二维码是微信公众号的二维码，这个很有意思，因为我们回顾一下在PC互联网时代，那个时候的广告牌其实一般会印一个自己的网站地址在上面，它是一个标配,29,国内新闻,c,0
深圳机场,上次我在深圳机场看到的情况，我自己也很高兴，因为公众号的二维码变成了广告牌的标配，取代了以前的网址,29,国内新闻,c,0
深圳机场,我记得上一次去深圳机场的时候，注意看了一下深圳机场两边的广告牌，发现一个很有趣的现象，我不知道在座有没有人注意到，深圳机场的广告牌，它的每一面广告牌上都有一个二维码，大部分，80%的广告牌吧，这个二维码是微信公众号的二维码，这个很有意思，因为我们回顾一下在PC互联网时代，那个时候的广告牌其实一般会印一个自己的网站地址在上面，它是一个标配,30,国内新闻,c,0
深圳机场,上次我在深圳机场看到的情况，我自己也很高兴，因为公众号的二维码变成了广告牌的标配，取代了以前的网址,30,国内新闻,c,0
深圳机场,我记得上一次去深圳机场的时候，注意看了一下深圳机场两边的广告牌，发现一个很有趣的现象，我不知道在座有没有人注意到，深圳机场的广告牌，它的每一面广告牌上都有一个二维码，大部分，80%的广告牌吧，这个二维码是微信公众号的二维码，这个很有意思，因为我们回顾一下在PC互联网时代，那个时候的广告牌其实一般会印一个自己的网站地址在上面，它是一个标配,31,国内新闻,c,0
深圳机场,上次我在深圳机场看到的情况，我自己也很高兴，因为公众号的二维码变成了广告牌的标配，取代了以前的网址,31,国内新闻,c,0
深圳机场,我记得上一次去深圳机场的时候，注意看了一下深圳机场两边的广告牌，发现一个很有趣的现象，我不知道在座有没有人注意到，深圳机场的广告牌，它的每一面广告牌上都有一个二维码，大部分，80%的广告牌吧，这个二维码是微信公众号的二维码，这个很有意思，因为我们回顾一下在PC互联网时代，那个时候的广告牌其实一般会印一个自己的网站地址在上面，它是一个标配,32,国内新闻,c,0
深圳机场,上次我在深圳机场看到的情况，我自己也很高兴，因为公众号的二维码变成了广告牌的标配，取代了以前的网址,32,国内新闻,c,0
深圳机场,我记得上一次去深圳机场的时候，注意看了一下深圳机场两边的广告牌，发现一个很有趣的现象，我不知道在座有没有人注意到，深圳机场的广告牌，它的每一面广告牌上都有一个二维码，大部分，80%的广告牌吧，这个二维码是微信公众号的二维码，这个很有意思，因为我们回顾一下在PC互联网时代，那个时候的广告牌其实一般会印一个自己的网站地址在上面，它是一个标配,33,国内新闻,c,0
深圳机场,上次我在深圳机场看到的情况，我自己也很高兴，因为公众号的二维码变成了广告牌的标配，取代了以前的网址,33,国内新闻,c,0
深圳机场,我记得上一次去深圳机场的时候，注意看了一下深圳机场两边的广告牌，发现一个很有趣的现象，我不知道在座有没有人注意到，深圳机场的广告牌，它的每一面广告牌上都有一个二维码，大部分，80%的广告牌吧，这个二维码是微信公众号的二维码，这个很有意思，因为我们回顾一下在PC互联网时代，那个时候的广告牌其实一般会印一个自己的网站地址在上面，它是一个标配,34,国内新闻,c,0
深圳机场,上次我在深圳机场看到的情况，我自己也很高兴，因为公众号的二维码变成了广告牌的标配，取代了以前的网址,34,国内新闻,c,0
深圳机场,我记得上一次去深圳机场的时候，注意看了一下深圳机场两边的广告牌，发现一个很有趣的现象，我不知道在座有没有人注意到，深圳机场的广告牌，它的每一面广告牌上都有一个二维码，大部分，80%的广告牌吧，这个二维码是微信公众号的二维码，这个很有意思，因为我们回顾一下在PC互联网时代，那个时候的广告牌其实一般会印一个自己的网站地址在上面，它是一个标配,35,国内新闻,c,0
深圳机场,上次我在深圳机场看到的情况，我自己也很高兴，因为公众号的二维码变成了广告牌的标配，取代了以前的网址,35,国内新闻,c,0
深圳机场,我记得上一次去深圳机场的时候，注意看了一下深圳机场两边的广告牌，发现一个很有趣的现象，我不知道在座有没有人注意到，深圳机场的广告牌，它的每一面广告牌上都有一个二维码，大部分，80%的广告牌吧，这个二维码是微信公众号的二维码，这个很有意思，因为我们回顾一下在PC互联网时代，那个时候的广告牌其实一般会印一个自己的网站地址在上面，它是一个标配,36,国内新闻,c,0
深圳机场,上次我在深圳机场看到的情况，我自己也很高兴，因为公众号的二维码变成了广告牌的标配，取代了以前的网址,36,国内新闻,c,0
深圳机场,深圳机场是目前最垃圾的机场那些所谓的专家就是吃屎拉饭的坑害小散说买股票防通涨你们深圳机场是目前最垃圾的机场那些所谓的专家就是吃屎拉饭的坑害小散说买股票防通涨你们去天上过年吧,37,国内论坛,c,1
深圳机场,深圳机场是目前最垃圾的机场那些所谓的专家就是吃屎拉饭的坑害小散说买股票防通涨你们,37,国内论坛,t,1
深圳机场,我记得上一次去深圳机场的时候，注意看了一下深圳机场两边的广告牌，发现一个很有趣的现象，我不知道在座有没有人注意到，深圳机场的广告牌，它的每一面广告牌上都有一个二维码，大部分，80%的广告牌吧，这个二维码是微信公众号的二维码，这个很有意思，因为我们回顾一下在PC互联网时代，那个时候的广告牌其实一般会印一个自己的网站地址在上面，它是一个标配,38,国内论坛,c,0
深圳机场,上次我在深圳机场看到的情况，我自己也很高兴，因为公众号的二维码变成了广告牌的标配，取代了以前的网址,38,国内论坛,c,0
深圳机场,我记得上一次去深圳机场的时候，注意看了一下深圳机场两边的广告牌，发现一个很有趣的现象，我不知道在座有没有人注意到，深圳机场的广告牌，它的每一面广告牌上都有一个二维码，大部分，80%的广告牌吧，这个二维码是微信公众号的二维码，这个很有意思，因为我们回顾一下在PC互联网时代，那个时候的广告牌其实一般会印一个自己的网站地址在上面，它是一个标配,39,国内新闻,c,0
深圳机场,上次我在深圳机场看到的情况，我自己也很高兴，因为公众号的二维码变成了广告牌的标配，取代了以前的网址,39,国内新闻,c,0
深圳机场,我记得上一次去深圳机场的时候，注意看了一下深圳机场两边的广告牌，发现一个很有趣的现象，我不知道在座有没有人注意到，深圳机场的广告牌，它的每一面广告牌上都有一个二维码，大部分，80%的广告牌吧，这个二维码是微信公众号的二维码，这个很有意思，因为我们回顾一下在PC互联网时代，那个时候的广告牌其实一般会印一个自己的网站地址在上面，它是一个标配,40,国内新闻,c,0
深圳机场,上次我在深圳机场看到的情况，我自己也很高兴，因为公众号的二维码变成了广告牌的标配，取代了以前的网址,40,国内新闻,c,0
深圳机场,多方发力，保持关注000069华侨城Ａ走势比较弱，逢高减仓000070特发信息均线空头排列，等待趋势反转000078海王生物筑底走势将继续，建议不入000088盐 田 港横盘震荡，暂时观望000089深圳机场均线空头排列，等待趋势反转000090天健集团均线多头排列，持股为宜000096广聚能源横盘震荡，暂时观望000099中信海直控制仓位，静待趋势进一步明确000100TCL 集团均线空头排列，,41,国内新闻,c,1
深圳机场,　　上次我去深圳机场的时候，让我注意到了一个有趣的现象，深圳机场的广告牌，大部分都一个微信公众号的二维码,42,国内新闻,c,0
深圳机场,主义融资”　　比特币一周之内暴涨逾20%中国成交量触及纪录高位　　行业机会：　　民航十三五规划明确五大任务，四股再获兴奋：中国国航（601111）、南方航空（600029）、上海机场（600009）、深圳机场（000089）　　光伏上网标杆电价新政将出台，五股受关注：阳光电源（300274）、东方日升（300118）、协鑫集成（002506）、拓日新能（002218）、海润光伏（600401）　　,43,国内新闻,c,1
深圳机场,网友提问：老师您好，帮忙看下深圳机场，9块的本现在应该如何操作,44,国内论坛,c,1
深圳机场,老师回复：深圳机场，盘子大，目前的资金量拉不动,44,国内论坛,c,0
深圳机场,网友提问：老师您好，帮忙看下深圳机场,44,国内论坛,t,0
深圳机场,　　粤东粤西直连通道　　据了解，深中通道起于广深沿江高速机场互通立交，在深圳机场南侧跨越珠江口，西至中山马鞍岛，终于横门互通立交，通过中山东部外环高速与中江高速公路衔接；通过连接线实现在深圳、中山及广州南沙登陆,45,国内新闻_电子报,c,0
深圳机场,此外，机场互通立交是深中通道、广深沿江高速公路、深圳机场进行交通转换的复合式枢纽互通立交,46,国内新闻_电子报,c,0
深圳机场,主要构造物包括东西人工岛，长约6 .8km的海底隧道，主跨1666m伶仃航道桥，主跨580m横门东水道桥，以及深圳机场互通、万顷沙互通、横门互通3座互通立交,47,国内新闻_电子报,c,0
深圳机场,团成立深圳至中山跨江通道项目前期工作办公室；    2010年12月　省政府牵头，与沿线地市成立深中通道项目前期工作协调小组；    2011年5月　省政府召开深中通道项目专题会议，同意按照A线走廊即深圳机场南至中山新隆方案开展工作；    2012年9月　项目工程方案及技术标准专家论证会召开，决定采用A3东隧西桥工程方案及双向八车道技术标准；    2013年8月　省政府常务会议同意东隧西桥为推,47,国内新闻_电子报,c,2
深圳机场,深圳机场(000089)融资融券信息(12-28)来源：东方财富网深圳机场(000089)2016-12-28融资融券信息显示，深圳机场融资余额441，538，557元，融券余额278，950元，融资买入额14，409，625元，融资偿还额5，147，789元，融资净买额9，261，836元，融券余量35，000股，融券卖出量16，700股，融券偿还量0股，融资融券余额441，817，507元,48,国内论坛,c,1
深圳机场,深圳机场融资融券详细信息如下表：交易日期代码简称融资融券余额(元)2016-12-28000089深圳机场441，817，507融资余额(元)融资买入额(元)融资偿还额(元)融资净买额(元)441，5,48,国内论坛,c,1
深圳机场,深圳机场(000089)融资融券信息(12-28),48,国内论坛,t,1
深圳机场,深圳机场快倒闭吧,49,国内论坛,c,0
深圳机场,深圳机场快倒闭吧,49,国内论坛,c,0
深圳机场,深圳机场快倒闭吧！,49,国内论坛,t,0
深圳机场,重点关注:深圳机场、广深铁路、大秦铁路板块表现交运板块较上周上升1.63%，领先沪深300指数2.77 个百分点，在申万28 个一级行业中，交运板块上周表现排第1 位,50,国内新闻,c,1
深圳机场,    此外，机场互通立交是深中通道、广深沿江高速公路、深圳机场进行交通转换的复合式枢纽互通立交,51,国内新闻,c,0
深圳机场,　　此外，机场互通立交是深中通道、广深沿江高速公路、深圳机场进行交通转换的复合式枢纽互通立交,52,国内新闻,c,0
深圳机场,我记得上一次去深圳机场的时候，注意看了一下深圳机场两边的广告牌，发现一个很有趣的现象，我不知道在座有没有人注意到，深圳机场的广告牌，它的每一面广告牌上都有一个二维码，大部分，80%的广告牌吧，这个二维码是微信公众号的二维码，这个很有意思，因为我们回顾一下在PC互联网时代，那个时候的广告牌其实一般会印一个自己的网站地址在上面，它是一个标配,53,国内微信,c,0
深圳机场,上次我在深圳机场看到的情况，我自己也很高兴，因为公众号的二维码变成了广告牌的标配，取代了以前的网址,53,国内微信,c,0
深圳机场,"jpeg"" >　　据介绍，双方将依托机场集团独特的主业资源、产业优势及固定资产投资规模，结合天健集团在投融资、市政基础设施及配套工程施工、房屋建筑、地产开发、运营和服务等方面的丰富经验和综合实力，围绕深圳机场的规划建设，在市政基础设施建设等领域展开全方位的战略合作",54,国内微信,c,2
深圳机场,　　海南航空公司总裁孙剑锋在开航仪式上表示，深圳至奥克兰航线是海南航空从深圳出发的第一条直飞洲际航线，积极配合深圳机场加快打造成为国际航空枢纽，助推其国际业务的发展,55,国内新闻,c,2
深圳机场,　　海南航空公司总裁孙剑锋在开航仪式上表示，深圳至奥克兰航线是海南航空从深圳出发的第一条直飞洲际航线，积极配合深圳机场加快打造成为国际航空枢纽，助推其国际业务的发展,56,国内新闻,c,2
深圳机场,“深圳市水务局原局长张绮 文涉嫌受贿罪、巨额财产来源不明罪一案侦查终结”“深圳机场（集团）原董事长、党委书记汪洋涉嫌受贿被立案侦查”“29名在逃职务犯罪嫌疑人落网”等重大职务犯罪案件的信息，目前均能在“深圳市人民检察院”公众号查询到,57,国内新闻_电子报,c,2
深圳机场,协议提及：重点建设广州东部交通中心工程，建设涵盖国铁、城际、地铁、公路客运、常规公交、城市候机楼（直达白云机场、深圳机场）等多种交通方式的综合交通枢纽,58,国内新闻_电子报,c,0
深圳机场,■ 深圳特区报记者 徐兴东 通讯员 叶丹 王珂今年是深圳机场通航25年来国际业务发展最快的一年，全年新开和加密了19条国际航线，其中5条为新开的洲际航线,59,国内新闻_电子报,c,0
深圳机场,洲际航线从无到有，国际航线从少到多，深圳机场这一年发生巨变，国际航空枢纽建设迈出坚实步伐,59,国内新闻_电子报,c,0
深圳机场,昨天深圳机场第五条洲际航线“深圳-奥克兰”航线正式首航，明天深圳—清迈航线也将正式开通,59,国内新闻_电子报,c,0
深圳机场,至此，深圳机场国际及地区客运航线达到27条，实现深圳与国外26个城市的直接联通,59,国内新闻_电子报,c,0
深圳机场,一年的时间里，深圳机场不仅实现了欧美澳直飞，新开国际航线数量在国内主要机场也位居前列,59,国内新闻_电子报,c,0
深圳机场,一年实现欧美澳洲际航线全覆盖今年以来，在民航局及市委市政府的大力支持下，深圳机场国际业务迎来了快速发展的黄金期,59,国内新闻_电子报,c,0
深圳机场,1月份至今，南航、国航、厦航、海航、深航、春秋航空等航空公司，陆续在深圳机场新开了12条国际航线，分别是深圳至东京、迪拜、悉尼、洛杉矶、法兰克福、雅加达、西雅图、暹粒、岘港、清迈、芽庄和奥克兰，短时间实现了深圳直飞欧美澳,59,国内新闻_电子报,c,2
深圳机场,大力开拓洲际航线的同时，深圳机场还充分发挥自身的区位优势，开辟更多东南亚商务干线和精品旅游航线，挖掘东北亚市场潜力，实现航线覆盖“一带一路”沿线东盟十国的目标,59,国内新闻_电子报,c,0
深圳机场,今年以来，深圳机场先后加密了7条东亚、东南亚航线，分别是大阪、济州、曼谷、普吉、胡志明、吉隆坡、沙巴,59,国内新闻_电子报,c,0
深圳机场,目前，深圳机场东南亚通航城市达到12个，其中深圳至吉隆坡、沙巴等热门航线每周往返航班均超过20班，深圳—吉隆坡航线航班更是达到每天4班,59,国内新闻_电子报,c,0
深圳机场,“深圳机场有能力也有必要开通更多的国际航线，走国际化发展战略,59,国内新闻_电子报,c,0
深圳机场,”民航干部学院教授邹建军这样评价深圳机场今年以来国际航线取得的突破,59,国内新闻_电子报,c,1
深圳机场,国际航线的快速发展也直接促进了深圳机场业务结构的进一步完善，为深圳机场带来了新的业务增量,59,国内新闻_电子报,c,0
深圳机场,预计深圳机场今年国际及地区客流将突破280万人次，同比增长23%,59,国内新闻_电子报,c,1
深圳机场,数据显示，今年以来，深圳机场国际航线平均客座率接近八成,59,国内新闻_电子报,c,0
深圳机场,其中，深圳—悉尼、深圳—法兰克福两条直飞洲际航线在开航之初的市场培育期，平均客座率即接近60%；而东南亚航线客流增速更是高于平均增速，也充分彰显了深圳机场在发展国际直飞航线和枢纽建设方面的良好潜力和巨大市场需求,59,国内新闻_电子报,c,0
深圳机场,明年有望直飞伦敦纽约旧金山深圳机场通过对国际区域改造及流程优化，加快软硬件设施的完善升级，提升国际业务服务保障能力,59,国内新闻_电子报,c,0
深圳机场,深圳机场相关负责人表示，“随着空域环境改善和航班容量的增加，我们将优化机场的航班时刻安排，深圳机场枢纽中转能力也将进一步增强”,59,国内新闻_电子报,c,0
深圳机场,深圳机场还不断加快推进口岸通关环境改善及配套功能完善,59,国内新闻_电子报,c,0
深圳机场,深圳机场今年新开加密国际航线19条,59,国内新闻_电子报,t,0
深圳机场,■ 深圳特区报记者 徐兴东 通讯员 叶丹 王珂今年是深圳机场通航25年来国际业务发展最快的一年，全年新开和加密了19条国际航线，其中5条为新开的洲际航线,60,国内新闻_电子报,c,0
深圳机场,洲际航线从无到有，国际航线从少到多，深圳机场这一年发生巨变，国际航空枢纽建设迈出坚实步伐,60,国内新闻_电子报,c,0
深圳机场,昨天深圳机场第五条洲际航线“深圳-奥克兰”航线正式首航，明天深圳—清迈航线也将正式开通,60,国内新闻_电子报,c,0
深圳机场,至此，深圳机场国际及地区客运航线达到27条，实现深圳与国外26个城市的直接联通,60,国内新闻_电子报,c,0
深圳机场,一年的时间里，深圳机场不仅实现了欧美澳直飞，新开国际航线数量在国内主要机场也位居前列,60,国内新闻_电子报,c,0
深圳机场,一年实现欧美澳洲际航线全覆盖今年以来，在民航局及市委市政府的大力支持下，深圳机场国际业务迎来了快速发展的黄金期,60,国内新闻_电子报,c,0
深圳机场,1月份至今，南航、国航、厦航、海航、深航、春秋航空等航空公司，陆续在深圳机场新开了12条国际航线，分别是深圳至东京、迪拜、悉尼、洛杉矶、法兰克福、雅加达、西雅图、暹粒、岘港、清迈、芽庄和奥克兰，短时间实现了深圳直飞欧美澳,60,国内新闻_电子报,c,2
深圳机场,大力开拓洲际航线的同时，深圳机场还充分发挥自身的区位优势，开辟更多东南亚商务干线和精品旅游航线，挖掘东北亚市场潜力，实现航线覆盖“一带一路”沿线东盟十国的目标,60,国内新闻_电子报,c,0
深圳机场,今年以来，深圳机场先后加密了7条东亚、东南亚航线，分别是大阪、济州、曼谷、普吉、胡志明、吉隆坡、沙巴,60,国内新闻_电子报,c,0
深圳机场,目前，深圳机场东南亚通航城市达到12个，其中深圳至吉隆坡、沙巴等热门航线每周往返航班均超过20班，深圳—吉隆坡航线航班更是达到每天4班,60,国内新闻_电子报,c,0
深圳机场,“深圳机场有能力也有必要开通更多的国际航线，走国际化发展战略,60,国内新闻_电子报,c,0
深圳机场,”民航干部学院教授邹建军这样评价深圳机场今年以来国际航线取得的突破,60,国内新闻_电子报,c,0
深圳机场,国际航线的快速发展也直接促进了深圳机场业务结构的进一步完善，为深圳机场带来了新的业务增量,60,国内新闻_电子报,c,0
深圳机场,预计深圳机场今年国际及地区客流将突破280万人次，同比增长23%,60,国内新闻_电子报,c,0
深圳机场,数据显示，今年以来，深圳机场国际航线平均客座率接近八成,60,国内新闻_电子报,c,0
深圳机场,其中，深圳—悉尼、深圳—法兰克福两条直飞洲际航线在开航之初的市场培育期，平均客座率即接近60%；而东南亚航线客流增速更是高于平均增速，也充分彰显了深圳机场在发展国际直飞航线和枢纽建设方面的良好潜力和巨大市场需求,60,国内新闻_电子报,c,0
深圳机场,明年有望直飞伦敦纽约旧金山深圳机场通过对国际区域改造及流程优化，加快软硬件设施的完善升级，提升国际业务服务保障能力,60,国内新闻_电子报,c,0
深圳机场,深圳机场相关负责人表示，“随着空域环境改善和航班容量的增加，我们将优化机场的航班时刻安排，深圳机场枢纽中转能力也将进一步增强”,60,国内新闻_电子报,c,0
深圳机场,深圳机场还不断加快推进口岸通关环境改善及配套功能完善,60,国内新闻_电子报,c,0
深圳机场,深圳机场今年新开加密国际航线19条,60,国内新闻_电子报,t,0
深圳机场,【深圳商报讯】（记者 陈发清 通讯员 叶丹 王珂）今年是深圳机场通航25年来国际业务发展最快的一年，新开和加密了19条国际航线，其中5条为新开的洲际航线,61,国内新闻_电子报,c,0
深圳机场,今年以来，围绕国家“十三五”规划赋予深圳机场“国际航空枢纽”的新定位，在民航局及深圳市委、市政府的大力支持下，深圳机场国际业务迎来了快速发展的黄金期,61,国内新闻_电子报,c,0
深圳机场,1月份至今，南航、国航、厦航、海航、深航、春秋航等航空公司，陆续在深圳机场新开了深圳至东京、迪拜、悉尼、洛杉矶、法兰克福、雅加达、西雅图、暹粒、岘港、清迈、芽庄和奥克兰等12条国际航线，短时间实现深圳直飞欧美澳，深圳机场枢纽地位不断提升,61,国内新闻_电子报,c,0
深圳机场,大力开拓洲际航线的同时，深圳机场还充分发挥自身的区位优势，在相对较成熟的洲内航线市场上，开辟更多东南亚商务干线和精品旅游航线，挖掘东北亚市场潜力，努力实现航线覆盖“一带一路”沿线东盟十国的目标,61,国内新闻_电子报,c,0
