keywords,sentence,article_no,source,title or content,
东方明珠,快递 665.09 -21.00 42.45 7.67 34.06 运输　　300059.SZ 东方财富642.28 -37.43 17.48 5.74 67.74 互联网传媒　　600637.SH 东方明珠611.20 -38.02 152.88 20.44 26.45 文化传媒　　600649.SH 城投控股607.66 -12.18 73.90 19.40 25.43 房地产开发　　6006,18,国内新闻,c,1
东方明珠,固安作为地处首都南大门，屹立北京的正南，无论是地理位置，还是政策经济，都让人无法忽视他的重要性，永定河孔雀城13年品质打造固安新城，远光拙见，俨然打造屹立北京南门的东方明珠,19,国内新闻,c,0
东方明珠,中通快递 665.09 -21.00 42.45 7.67 34.06 运输　　300059.SZ东方财富642.28 -37.43 17.48 5.74 67.74 互联网传媒　　600637.SH东方明珠611.20 -38.02 152.88 20.44 26.45 文化传媒　　600649.SH城投控股607.66 -12.18 73.90 19.40 25.43房地产开发　　600688,20,国内新闻,c,1
东方明珠,通快递 665.09 -21.00 42.45 7.67 34.06 运输　　300059.SZ 东方财富642.28 -37.43 17.48 5.74 67.74 互联网传媒　　600637.SH东方明珠611.20 -38.02 152.88 20.44 26.45 文化传媒　　600649.SH城投控股607.66 -12.18 73.90 19.40 25.43 房地产开发　　60068,21,国内新闻,c,1
东方明珠,画皮看似完美漂亮的东方明珠，实则早已无心，画皮而已,22,国内论坛,c,1
东方明珠,想想怎么把自家的股票做上去，让投资东方明珠的股东赢利才是硬道理,23,国内论坛,c,1
东方明珠,想想怎么把自家的股票做上去，让投资东方明珠的股东赢利才是硬道理,23,国内论坛,c,1
东方明珠,想想怎么把自家的股票做上去，让投资东方明珠的股东赢利才是硬道理。,23,国内论坛,t,1
东方明珠,50亿拿去理财，还不如增持自家股票，让投资东方明珠的股民赢利才是硬道理,24,国内论坛,c,1
东方明珠,50亿拿去理财，还不如增持自家股票，让投资东方明珠的股民赢利才是硬道理,24,国内论坛,c,1
东方明珠,50亿拿去理财，还不如增持自家股票，让投资东方明珠的股民赢利才是硬道理。,24,国内论坛,t,1
东方明珠,东方明珠通过理财产品暗箱操作自家股价东方明珠通过理财产品暗箱操作自家股价,25,国内论坛,c,1
东方明珠,东方明珠通过理财产品暗箱操作自家股价,25,国内论坛,t,1
东方明珠,这是给了骂人的、删贴的第二记耳光，别忘了东方明珠苦逼的二股东,26,国内论坛,c,1
东方明珠,东方明珠近阶段走的的确让人难受，目前也算是底部区域有点大w的感觉 应该是大主力在东方明珠近阶段走的的确让人难受，目前也算是底部区域有点大w的感觉 应该是大主力在做 无论在业绩 题材 手上的现金来讲都不错 对于我们散户来讲输的只是时间,27,国内论坛,c,1
东方明珠,东方明珠近阶段走的的确让人难受，目前也算是底部区域有点大w的感觉 应该是大主力在,27,国内论坛,t,1
东方明珠,5600567 山鹰纸业 B15600568 中珠医疗 B100600581 八一钢铁 B52600588 用友网络 B63600589 广东榕泰 B51600597 光明乳业 B108600637 东方明珠 B15600693 东百集团 B37600706 曲江文旅 B34600715 文投控股 B98600724 宁波富达 B40600728 佳都科技 B11600730 中国高科 A3260,28,国内新闻_电子报,c,1
东方明珠,2600595    中孚实业    B008600597    光明乳业    B050600616    金枫酒业    B035600636    三爱富      B055600637    东方明珠    B067600645    中源协和    B014600671    天目药业    B071600693    东百集团    B033600706    曲江文旅    B023,29,国内新闻_电子报,c,1
东方明珠,东榕泰108600595中孚实业93600597光明乳业101600603*ST兴业96600604市北高新113600616金枫酒业134600620天宸股份60600636三爱富130600637东方明珠78600645中源协和131600649城投控股113600693东百集团140600706曲江文旅96600708光明地产153600712南宁百货154600715文投控股7860071,30,国内新闻_电子报,c,1
东方明珠,　　证券代码：600637      证券简称：东方明珠      公告编号：临2016-081　　上海东方明珠新媒体股份有限公司关于使用闲置募集资金购买理财产品的进展公告　　本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任,31,国内新闻_电子报,c,1
东方明珠,　　上海东方明珠新媒体股份有限公司（原百视通新媒体股份有限公司，现已更名，以下简称“公司”）于2016年8月29日召开第八届董事会第十四次会议、第八届监事会第七次会议，审议通过了《关于公司使用部分闲置募集资金,31,国内新闻_电子报,c,2
东方明珠,　　　　上海东方明珠新媒体股份有限公司　　2016年12月27日,31,国内新闻_电子报,c,2
东方明珠,上海东方明珠新媒体股份有限公司关于使用闲置募集资金购买理财产品的进展公告,31,国内新闻_电子报,t,2
东方明珠,  证券代码：600637 证券简称：东方明珠  公告编号：临2016-081  上海东方明珠新媒体股份有限公司  关于使用闲置募集资金购买理财产品的进展公告  本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任,32,国内新闻_电子报,c,1
东方明珠,  上海东方明珠新媒体股份有限公司（原百视通新媒体股份有限公司，现已更名，以下简称“公司”）于2016年8月29日召开第八届董事会第十四次会议、第八届监事会第七次会议，审议通过了《关于公司使用部分闲置募集资金,32,国内新闻_电子报,c,2
东方明珠,    上海东方明珠新媒体股份有限公司  2016年12月27日,32,国内新闻_电子报,c,2
东方明珠,"上海东方明珠新媒体股份有限公司
关于使用闲置募集资金购买理财产品的进展公告",32,国内新闻_电子报,t,2
东方明珠,除绿地申花足球俱乐部外，绿地金融同时还是东方明珠第六大股东，并投资了新华发行集团、奇虎360、蚂蚁金服等媒体及互联网项目,33,国内新闻_电子报,c,2
东方明珠,  上海东方明珠新媒体股份有限公司（原百视通新媒体股份有限公司，现已更名，以下简称“公司”）于2016年8月29日召开第八届董事会第十四次会议、第八届监事会第七次会议，审议通过了《关于公司使用部分闲置募集资金,34,国内新闻_电子报,c,2
东方明珠,  上海东方明珠新媒体股份有限公司  2016年12月27日,34,国内新闻_电子报,c,2
东方明珠,上海东方明珠新媒体股份有限公司 关于使用闲置募集资金购买理财产品的进展公告,34,国内新闻_电子报,t,2
东方明珠,以东方明珠、金茂大厦、环球金融中心、上海中心四座高楼为原型，结合高楼的形态，邱麒分别将它们设计成了圆珠笔、磁铁图钉、订书机和卷笔刀四种文具，既实用又兼具美感,35,国内新闻_电子报,c,0
东方明珠,　上海东方明珠新媒体股份有限公司（原百视通新媒体股份有限公司，现已更名，以下简称“公司”）于2016年8月29日召开第八届董事会第十四次会议、第八届监事会第七次会议，审议通过了《关于公司使用部分闲置募集资金,36,国内新闻_电子报,c,2
东方明珠,　上海东方明珠新媒体股份有限公司　2016年12月27日,36,国内新闻_电子报,c,2
东方明珠,"上海东方明珠新媒体股份有限公司
关于使用闲置募集资金购买理财产品的进展公告",36,国内新闻_电子报,t,2
东方明珠,　　此次旅游纪念品设计大赛中，青年设计师邱麒以上海“四大高楼”为创作灵感，把现实中巨大的建筑融入到桌面上，设计出了“现代上海桌面四宝”，即“东方明珠”圆珠笔、“环球金融中心”订书机、“金茂大厦”磁铁图钉以及“上海中心”卷笔刀,37,国内新闻_电子报,c,0
东方明珠,东方明珠(600637)融资融券信息(12-26)来源：东方财富网东方明珠(600637)2016-12-26融资融券信息显示，东方明珠融资余额1，482，065，980元，融券余额2，519，850,38,国内论坛,c,1
东方明珠,东方明珠融资融券详细信息如下表：交易日期代码简称融资融券余额(元)2016-12-26600637东方明珠1，484，585，830.48融资余额(元)融资买入额(元)融资偿还额(元)融资净买额(元),38,国内论坛,c,1
东方明珠,东方明珠(600637)融资融券信息(12-26),38,国内论坛,t,1
东方明珠,短期强势，考虑买入600630龙头股份筑底走势将继续，建议不入600633浙报传媒均线空头排列，等待趋势反转600634中技控股横盘震荡，暂时观望600635大众公用中期方向不明，暂时观望600637东方明珠均线空头排列，等待趋势反转600638新黄浦走势比较弱，逢高减仓600639浦东金桥均线空头排列，等待趋势反转600641万业企业可高抛低吸，摊低成本600642申能股份筑底走势将继续，建议不,39,国内新闻,c,1
东方明珠,股灾期间高溢价参与广电网络和东方明珠定向增发，投资巨额损失的宝贵资金，如果奖励给公司优秀员工，能有2016年三季报主营业季亏损3.8亿元的结果吗,40,国内论坛,c,2
东方明珠,股灾期间高溢价参与广电网络和东方明珠定向增发，投资巨额损失的宝贵资金，如果奖励给公司优秀员工，能有2016年三季报主营业季亏损3.8亿元的结果吗,41,国内论坛,c,2
东方明珠,股灾期间高溢价参与广电网络和东方明珠定向增发，投资巨额损失的宝贵资金，如果奖励给公司优秀员工，能有2016年三季报主营业季亏损3.8亿元的结果吗,42,国内论坛,c,2
东方明珠,股灾期间高溢价参与广电网络和东方明珠定向增发，投资巨额损失的宝贵资金，如果奖励给公司优秀员工，能有2016年三季报主营业季亏损3.8亿元的结果吗,43,国内论坛,c,2
东方明珠,展股份有限公司       关于公司控股股东及实际控制人部分股权质押相关事宜的公告新疆同济堂健康产业股份有限公司       关于签署《有限合伙份额远期受让       及差额补足协议》的补充公告上海东方明珠新媒体股份有限公司       关于使用闲置募集资金购买理财产品的进展公告富安达基金管理有限公司关于旗下基金参与中国农业银行股份有限公司       开放式公募基金申购及定投产品费率优惠的公告,44,国内论坛,c,2
东方明珠,股灾期间高溢价参与广电网络和东方明珠定向增发，投资巨额损失的宝贵资金，如果奖励给公司优秀员工，能有2016年三季报主营业季亏损3.8亿元的结果吗,45,国内论坛,c,2
东方明珠,股灾期间高溢价参与广电网络和东方明珠定向增发，投资巨额损失的宝贵资金，如果奖励给公司优秀员工，能有2016年三季报主营业季亏损3.8亿元的结果吗,46,国内论坛,c,2
东方明珠,股灾期间高溢价参与广电网络和东方明珠定向增发，投资巨额损失的宝贵资金，如果奖励给公司优秀员工，能有2016年三季报主营业季亏损3.8亿元的结果吗,47,国内论坛,c,2
东方明珠,股灾期间高溢价参与广电网络和东方明珠定向增发，投资巨额损失的宝贵资金，如果奖励给公司优秀员工，能有2016年三季报主营业季亏损3.8亿元的结果吗,48,国内论坛,c,2
东方明珠,华谊嘉信：公司股东股票解除质押；利欧股份：公司股东股份质押；新华网：公司2016 年季度权益分派实施；北京文化：公司股东股份质押； 3）教育板块：全通教育：　　公司股东股份转让；4）VR/AR 板块：东方明珠：公司首次向激励对象授予限制性股票；顺网科技：公司将于2017 年1 月5 日召开2017 年第一次临时股东大会；游久游戏：公司股东股票质押式回购；高新兴：公司股东股份解除质押；暴风集团：公司,49,国内新闻,c,1
东方明珠,本周继续强烈推荐标的：人民网、东方明珠、歌华有线、皖新传媒、凤凰传媒、中南传媒、浙报传媒、星辉娱乐、莱茵体育、中体产业,49,国内新闻,c,1
东方明珠,亏钱排行版，东方明珠第一输了300玩，东方财富亏了200万，东方证券亏了100万，几个账户总和,50,国内论坛,c,1
东方明珠,亏钱排行版，东方明珠第一输了300玩，东方财富亏了200万，东方证券亏了100万，几个账户总和呵呵，凑巧了都带东方两字，东方不败啊,50,国内论坛,c,1
东方明珠,亏钱排行版，东方明珠第一输了300玩，东方财富亏了200万，东方证券亏了100万，几个账户总和！,50,国内论坛,t,1
东方明珠,如96年东大阿派在启动前经历了大约5个月的盘整，98年东方明珠（600832，股吧）在上升之前盘整了7个月，火箭股份在99年5月份启动之前则经历21个月的盘整筑底，目前的辉煌有目共睹,51,国内博客,c,1
东方明珠,    从2012到2016，从松花江到黄浦江，从内陆到沿海……优势的互补，观念的碰撞，产业的联合，市场的开放，天鹅项下的珍珠——哈尔滨，与黄浦江畔的“东方明珠”——上海，实现了全国重要的商品粮基地与全球贸易网络重要中心枢纽的友好合作—— 跨越时空的握手 □本报记者 邱丽娜 于永吉 赵博言    五年的春华秋实，“冰城绿”提档升级,52,国内新闻_电子报,c,2
东方明珠,黄浦江、沪剧、石库门、鲁迅、南京路、外滩、上海城隍庙·豫园、中共一大会址、东方明珠和徐家汇成为上海的文化符号,53,国内新闻_电子报,c,2
东方明珠,　　具有“新年登高步步高”美好寓意的东方明珠塔元旦迎新活动已经成为上海每年元旦传统的全民健身活动,54,国内新闻_电子报,c,0
东方明珠,“2017年东方明珠元旦登高健康跑”活动将继续把“爱满东方-明珠汇聚”的公益主题贯穿始终，倡导全民健身，享受健康生活,54,国内新闻_电子报,c,0
东方明珠,传媒：传媒板块着重考虑安全性，布局业绩稳定增长，低估值有安全边际的个股，关注年报高送转预期个股；建议关注娱乐需求的持续释放，关注浙报传媒与东方明珠，以及在教育板块不断发力的勤上光电,55,国内新闻,c,1
东方明珠,这让我们很难想象昆明城未来的样子，滇中城市1.5小时经济圈的打造，会让昆明更像东方明珠上海，还是更像羊城广州，我们可以尽情发挥想象,56,国内新闻_电子报,c,0
东方明珠,　　上海　　玩乐：来上海，光参观东方明珠、环球金融中心、外滩、城隍庙和南京路这些传统景点怎么够,57,国内新闻_电子报,c,0
东方明珠,兄弟们东方明珠如果来个信威事件怎么办,58,国内论坛,c,1
东方明珠,兄弟们东方明珠如果来个信威事件怎么办,58,国内论坛,c,1
东方明珠,兄弟们东方明珠如果来个信威事件怎么办？,58,国内论坛,t,1
东方明珠,东方明珠(600637)融资融券信息(12-27)来源：东方财富网东方明珠(600637)2016-12-27融资融券信息显示，东方明珠融资余额1，479，181，472元，融券余额2，515，688,59,国内论坛,c,1
东方明珠,东方明珠融资融券详细信息如下表：交易日期代码简称融资融券余额(元)2016-12-27600637东方明珠1，481，697，160.24融资余额(元)融资买入额(元)融资偿还额(元)融资净买额(元),59,国内论坛,c,1
东方明珠,东方明珠(600637)融资融券信息(12-27),59,国内论坛,t,1
东方明珠,泰山石油的大涨，中国一重的大涨；南方航空的大涨；东方明珠的获利，继前几日捕捉格力电器涨停板，辽宁成大的涨停板，在低仓位的前提下依旧捕捉市场热点,60,国内微信,c,1
东方明珠,　　传媒：传媒板块着重考虑安全性，布局业绩稳定增长，低估值有安全边际的个股，关注年报高送转预期个股；建议关注娱乐需求的持续释放，关注浙报传媒与东方明珠，以及在教育板块不断发力的勤上光电,61,国内微信,c,1
东方明珠,　　传媒板块风险仍然有一定风险，着重考虑安全性，建议布局业绩稳定增长，低估值有安全边际的个股，关注年报高送转预期个股；建议关注娱乐需求的持续释放，关注浙报传媒与东方明珠，以及在教育板块不断发力的勤上光电,61,国内微信,c,1
东方明珠,    传媒：传媒板块着重考虑安全性，布局业绩稳定增长，低估值有安全边际的个股，关注年报高送转预期个股；建议关注娱乐需求的持续释放，关注浙报传媒与东方明珠，以及在教育板块不断发力的勤上光电,62,国内新闻,c,1
东方明珠,6969传媒：传媒板块着重考虑安全性，布局业绩稳定增长，低估值有安全边际的个股，关注年报高送转预期个股；建议关注娱乐需求的持续释放，关注浙报传媒与东方明珠，以及在教育板块不断发力的勤上光电,63,国内新闻,c,1
东方明珠,股灾期间高溢价参与广电网络和东方明珠定向增发，投资巨额损失的宝贵资金，如果奖励给公司优秀员工，能有2016年三季报主营业季亏损3.8亿元的结果吗,64,国内论坛,c,2
东方明珠,3%　　-1%　　600958.SH  　东方证券　　15.54  　-31.89%　　-3%　　600893.SH  　中航动力　　32.6  　-27.30%　　-8%　　600637.SH  　东方明珠　　23.03  　-38.65%　　-9%　　601198.SH  　东兴证券　　19.98  　-32.62%　　-9%　　600485.SH  　信威集团　　0  　-45.39%　　-,65,国内微信,c,1
东方明珠,70600791京能置业0.850.258.238.290.68600759洲际油气1.130.919.769.820.64600316洪都航空1.930.3719.3819.500.61600637东方明珠0.560.0623.1323.270.61603015弘讯科技0.810.3612.4412.510.58600456宝钛股份0.790.2116.5816.670.57600780通宝能源,66,国内新闻,c,1
东方明珠,上海万达瑞华酒店在大堂收藏了当代最杰出的国画大家石齐先生的作品《锦绣东方》，以具象印象抽象“三象合一”的表现手法描绘了上海这颗璀璨的东方明珠,67,国内新闻,c,0
东方明珠,除了著名的绿地申花足球俱乐部，绿地同时还是东方明珠(600637)第六大股东，并投资了新华发行集团、奇虎360、蚂蚁金服等媒体及互联网项目,68,国内论坛,c,1
东方明珠,0515海航基础1.190.2211.8511.890.35603618杭电股份1.441.3011.9511.990.35603306华懋科技0.230.4535.2135.330.34600637东方明珠0.220.1023.1123.190.33600220江苏阳光0.460.354.374.380.32600891秋林集团0.210.699.319.340.30600081东风科技0.40,69,国内新闻,c,1
东方明珠,0515海航基础1.190.2211.8511.890.35603618杭电股份1.441.3011.9511.990.35603306华懋科技0.230.4535.2135.330.34600637东方明珠0.220.1023.1123.190.33600220江苏阳光0.460.354.374.380.32600891秋林集团0.210.699.319.340.30600081东风科技0.40,70,国内新闻,c,1
东方明珠,　　44中片内 联邦东方明珠 空中花园 跃层三室两厅两卫市证70年产权　　三室两厅两卫518平米160万　　44中片内 联邦东方明珠 空中花园 跃层三室两厅两卫市证70年产权　　联邦东方明珠空中花园小区位于翟营南大街与塔北路交口，小区物业设施完善管理规范，市证70年产权，有房本可贷款，跃层业主可免费游玩空中花园，44中片内学区房，性价比高、地段好、升zhi潜力巨大,71,国内微信,c,0
东方明珠,44中片内 联邦东方明珠 空中花园 跃层三室两厅两卫市证70年产权,71,国内微信,t,0
东方明珠, 但是早盘板的新华传媒和东方明珠， 今天还不如它们， 说明啥，题材是王道， 不是封板时间,72,国内论坛,c,1
东方明珠,600355精伦电子1.221.549.909.970.71600038中直股份1.860.6646.8047.120.69600178东安动力1.020.4510.8010.870.69600637东方明珠0.650.1423.1323.290.67600121郑州煤电0.930.345.365.400.67603868飞科电器0.240.9546.2446.540.65600515海航基础1.,73,国内新闻,c,1
东方明珠,0590泰豪科技1.240.7218.7018.730.18601969海南矿业0.000.2511.9711.990.17600382广东明珠0.061.1618.1218.150.17600637东方明珠0.000.1923.1023.140.16603828柯 利 达-0.331.3723.8123.850.15600468百利电气0.230.2413.0813.100.14600220江苏,74,国内新闻,c,1
东方明珠,　　传媒：传媒板块着重考虑安全性，布局业绩稳定增长，低估值有安全边际的个股，关注年报高送转预期个股；建议关注娱乐需求的持续释放，关注浙报传媒与东方明珠，以及在教育板块不断发力的勤上光电,75,国内微信,c,1
东方明珠,　　传媒板块风险仍然有一定风险，着重考虑安全性，建议布局业绩稳定增长，低估值有安全边际的个股，关注年报高送转预期个股；建议关注娱乐需求的持续释放，关注浙报传媒与东方明珠，以及在教育板块不断发力的勤上光电,75,国内微信,c,1
东方明珠,　　2月5日（年初九）、12日（正月十六）定远独立成团，东方明珠 8 号邮轮七日游899元/人　　成人特价：899元/人（收客年龄要求：19-59岁，含接送，定远起止）　　发班时间：2月5日（年初九）、12日（正月十六）　　报名地址：1、龙星国际大酒店一楼,76,国内微信,c,0
东方明珠,2月5日（年初九）、12日（正月十六）定远独立成团，东方明珠 8 号邮轮七日游899元/人,76,国内微信,t,0
东方明珠,0590泰豪科技1.240.7218.7018.730.18601969海南矿业0.000.2511.9711.990.17600382广东明珠0.061.1618.1218.150.17600637东方明珠0.000.1923.1023.140.16603828柯 利 达-0.331.3723.8123.850.15600468百利电气0.230.2413.0813.100.14600220江苏,77,国内新闻,c,1
东方明珠,0590泰豪科技1.240.7218.7018.730.18601969海南矿业0.000.2511.9711.990.17600382广东明珠0.061.1618.1218.150.17600637东方明珠0.000.1923.1023.140.16603828柯利达-0.331.3723.8123.850.15600468百利电气0.230.2413.0813.100.14600220江苏阳光,78,国内新闻,c,1
东方明珠,0590泰豪科技1.240.7218.7018.730.18601969海南矿业0.000.2511.9711.990.17600382广东明珠0.061.1618.1218.150.17600637东方明珠0.000.1923.1023.140.16603828柯利达-0.331.3723.8123.850.15600468百利电气0.230.2413.0813.100.14600220江苏阳光,79,国内新闻,c,1
东方明珠,"c16CfYicl69ibkcIjNO9hiblWtHQNcC2TfznsT8B9glPuopXlSialhSUickM85bQPqy5njibQMCg31A/0?wx_fmt=jpeg"" >　　背倚东方明珠，面朝黄浦江，在钢铁森林中蔚然而独立",80,国内微信,c,0
东方明珠,代表作品有东方明珠、金茂大厦、环球金融中心等,81,国内微信,c,0
东方明珠,代表作品有东方明珠、金茂大厦、环球金融中心等,82,国内微信,c,0
东方明珠,代表作品有东方明珠、金茂大厦、环球金融中心等,83,国内微信,c,0
东方明珠,代表作品有东方明珠、金茂大厦、环球金融中心等,84,国内微信,c,0
东方明珠,代表作品有东方明珠、金茂大厦、环球金融中心等,85,国内微信,c,0
东方明珠,代表作品有东方明珠、金茂大厦、环球金融中心等,86,国内微信,c,0
东方明珠,在内容方面，风行完整对接了东方明珠8大内容产品体系、超50万小时的海量内容库,87,国内新闻,c,2
东方明珠,电影板块，东方明珠与好莱坞7大顶级studio达成了战略合作，每年引进300多部,87,国内新闻,c,1
东方明珠,六十多年来，上海建工多次刷新中国乃至世界工程建设史上的记录，打造了数百座城市标志性建筑，如北京国家大剧院、上海环球金融中心、东方明珠广播电视塔、紫峰大厦等,88,国内微信,c,0
东方明珠,　　据了解，SMG财务公司为全国首个广电系统集团财务公司，其注册资本为10亿元，由SMG及旗下上市公司上海东方明珠（600637）新媒体股份有限公司(下称“东方明珠”)共同出资成立，其中SMG现金出资6亿元人民币，占财务公司注册资本的60%;东方明珠现金出资4亿元人民币，占财务公司注册资本的40%，选址于,89,国内新闻,c,1
东方明珠,　　取得金融牌照后，SMG财务公司将成为SMG和东方明珠上市公司的资金集中中心、金融服务中心和利润增长中心,89,国内新闻,c,2
东方明珠,　　据了解，SMG财务公司为全国首个广电系统集团财务公司，其注册资本为10亿元，由SMG及旗下上市公司上海东方明珠新媒体股份有限公司（下称“东方明珠”）共同出资成立，其中SMG现金出资6亿元人民币，占财务公司注册资本的60%;东方明珠现金出资4亿元人民币，占财务公司注册资本的40%，选址于汇聚各项红利优惠的中国（上海）自由贸易实验区，筹备期近一年，并于12月27日获得了银监会颁发的金融许可证,90,国内新闻,c,2
东方明珠,　　取得金融牌照后，SMG财务公司将成为SMG和东方明珠上市公司的资金集中中心、金融服务中心和利润增长中心,90,国内新闻,c,2
东方明珠,怎么把自家的股票做上去，让投资东方明珠的怎么把自家的股票做上去，让投资东方明珠的,91,国内论坛,c,1
东方明珠,怎么把自家的股票做上去，让投资东方明珠的,91,国内论坛,t,1
东方明珠,　　12月28日，上海文化广播影视集团有限公司(简称“SMG”)与上海东方明珠（600637）新媒体股份有限公司(简称“东方明珠”)合资设立的财务公司，上海文化广播影视集团财务有限公司(简称“SMG财务公司”)正式成立,92,国内新闻,c,1
东方明珠,　　SMG财务公司注册资本共10亿元，SMG出资60%，东方明珠出资40%,92,国内新闻,c,2
东方明珠,东方明珠三季度报显示，总资产为360亿元，其中，货币资金有114.2亿元,92,国内新闻,c,2
东方明珠,　　SMG财务公司将成为SMG和东方明珠上市公司的资金集中中心、金融服务中心和利润增长中心,92,国内新闻,c,2
东方明珠,　　目前，SMG和东方明珠旗下有近200家成员企业,92,国内新闻,c,2
东方明珠,SMG和东方明珠合资成立财务公司 注册资金10亿元,92,国内新闻,t,2
东方明珠,在2014年年底建仓两只股，一只叫百视通，现在名字叫东方明珠，另外一只是乐视网,93,国内论坛,c,1
东方明珠,之后东方明珠股价跌破30大关，0.5倍杠杆也爆仓了，他已经无力回天，仅剩下的一点资金只能出局,93,国内论坛,c,1
东方明珠,　　【东方明珠】上海文化广播影视集团财务有限公司正式开业,94,国内微信,c,2
东方明珠,”等来自江苏13市的城市、景区宣传语，在上海东方明珠东侧的新华社中国金融信息中心大厦巨幅楼宇灯幕上滚动播出,95,国内新闻_电子报,c,0
东方明珠,大厦距东方明珠塔约百米，距黄浦江岸线仅40米，在上海外滩的正对面,95,国内新闻_电子报,c,0
东方明珠,    9月19日 文化传媒国企有了“股权激励”    东方明珠新媒体在沪正式发布股权激励计划，成为率先在上市公司主体层面实施股权激励计划的文化传媒类国企,96,国内新闻_电子报,c,2
