keywords,sentence,article_no,source,title or content,
峨眉山,"
可关注：峨眉山A（000888）;桂林旅游（000978）;黄山旅游（600054）;长白山（603099）等",61,国内博客,c,1
峨眉山,"
可关注：峨眉山A(000888);桂林旅游(000978);黄山旅游(600054);长白山(603099)等",62,国内博客,c,1
峨眉山,"我且引几句最精彩的在下面：
峨眉山，多云雾，十个和尚九糊涂；峨眉山，和尚住，穷的穷来富的富",63,国内博客,c,0
峨眉山,"
峨眉山，真有趣，和尚彼此生闲气；峨眉山，真好看，许多和尚抽大烟",63,国内博客,c,0
峨眉山,"
峨眉山，真好瞧，和尚去把女人找；峨眉山，真堂皇，个个和尚脸发黄",63,国内博客,c,0
峨眉山,"
   峨眉山，高百里，和尚占了佃户妻；峨眉山，似座城，和尚有妻好品行",63,国内博客,c,0
峨眉山,"
峨眉山，有七层，和尚不妨娶女人；峨眉山，李花白，和尚娶妻有着落",63,国内博客,c,0
峨眉山,"
峨眉山，桃花红，娶妻省得胡闹腾；峨眉山，茶叶绿，有妻才好有约束",63,国内博客,c,0
峨眉山,可关注：峨眉山A(000888);桂林旅游(000978);黄山旅游(600054);长白山(603099)等,64,国内博客,c,1
峨眉山,可关注：峨眉山A(000888);桂林旅游(000978);黄山旅游(600054);长白山(603099)等,65,国内博客,c,1
峨眉山,"
可关注：峨眉山A(000888);桂林旅游(000978);黄山旅游(600054);长白山(603099)等",66,国内博客,c,1
峨眉山,2014年以来，黄山、峨眉山、九华山、桂林旅游等景区均受益于高铁通车，客流量显著提升,67,国内博客,c,1
峨眉山,"
具体来看，从给予“增持”以上评级的机构家数来看，中青旅(19家)、宋城演艺(13家)、黄山旅游(12家)、三特索道(11家)、丽江旅游(11家)、中国国旅(10家)、桂林旅游(10家)等7只个股投资价值受到机构的集体看好，近30日内均获得了10家或10家以上机构推荐，此外，峨眉山A、腾邦国际、首旅酒店、锦江股份、众信旅游、张家界、云南旅游等个股也受到机构的扎堆看好",68,国内博客,c,1
峨眉山,"
而长江证券也提出了今年旅游板块的两大投资看点：1.景区个股有望在低基数上享受客流反弹效应，同时交通改善、外延扩张及转型休闲景区延长产业链均可有效支撑业绩增长，重点推荐桂林旅游和黄山旅游，建议关注三特索道、中青旅、宋城演艺、峨眉山A及张家界；2.中档酒店趋势向好，上市公司有望通过存量提质改造及新增中档酒店提升其占比来改善盈利能力，推荐首旅酒店",68,国内博客,c,1
峨眉山,"
 
具体来看，从给予“增持”以上评级的机构家数来看，中青旅(19家)、宋城演艺(13家)、黄山旅游(12家)、三特索道(11家)、丽江旅游(11家)、中国国旅(10家)、桂林旅游(10家)等7只个股投资价值受到机构的集体看好，近30日内均获得了10家或10家以上机构推荐，此外，峨眉山A、腾邦国际、首旅酒店、锦江股份、众信旅游、张家界、云南旅游等个股也受到机构的扎堆看好",69,国内博客,c,1
峨眉山,景区个股有望在低基数上享受客流反弹效应，同时交通改善、外延扩张及转型休闲景区延长产业链均可有效支撑业绩增长，重点推荐桂林旅游和黄山旅游，建议关注三特索道、中青旅、宋城演艺、峨眉山A及张家界；2,69,国内博客,c,1
峨眉山,"
杜甫草堂峨眉山，武候神庙都江堰",70,国内博客,c,0
峨眉山,"
杜甫草堂峨眉山，武候神庙都江堰",71,国内博客,c,0
峨眉山,"
  　000651格力电器4.13
  　002419天虹商场4.01
  　000880潍柴重机3.13
  　600505西昌电力3.11
  　601099太平洋 2.43
  　000888峨眉山A2.18
  　601992金隅股份2.08
  　600295鄂尔多斯1.73
  　002185华天科技1.31
  　600350山东高速1.27
  　601231环旭电子1.21
 ",72,国内博客,c,1
峨眉山,"
相关概念股：
北京文化(18.11 -1.04%，买入)、峨眉山A(11.45 +1.78%，买入)、桂林旅游(10.92 -0.55%，买入)、丽江旅游(13.84 +2.29%，买入)、云南旅游(10.66 +2.21%，买入)、中青旅(20.33 -0",73,国内博客,c,1
峨眉山,"
  北京文化、峨眉山A、桂林旅游、丽江旅游、云南旅游、中青旅、首旅酒店、西藏旅游
  2017年大年初一（1月28日）共有12部影片上映，包括8部喜剧片，占比高达2/3，备受期待的重量级影片包括包括：王宝强导演并主演的《大闹天竺》，徐克导演、周星驰监制的《西游伏妖篇》、成龙主演的《功夫瑜伽》等多部贺岁喜剧片，有望带动观影热情，带动春节档电影票房",74,国内博客,c,1
峨眉山,"引入国内一流物流地产团队，拿地能力强，物流地产项目运营能力突出（张宇/汪立亭）
　　【峨眉山A】万年索道更新工程，索道提价预期渐强",75,国内微信,c,1
峨眉山,"WFydQOS51uWWgWVibNKvM9WCRHX6iaIzsn3SYc6svarwVseU4ibMHXvx9O5jia9tXg/0?wx_fmt=png"" >
　　海通早班车——个股：东百集团，峨眉山A ，大秦铁路，信立泰，航天信息，大立科技……",75,国内微信,c,1
峨眉山,海通早班车——个股：东百集团，峨眉山A，大秦铁路，信立泰，航天信息，大立科技……,75,国内微信,t,1
峨眉山,"　　最新利好消息曝光：长城动漫、江山股份、美克家居、兴业证券、龙江交通、雄塑科技、广电电气、峨眉山A
　　?顾论已经研究股票十来年，对于抓取强势牛股颇有心得，发现很多个股的利好隐藏的比较深，今天就给大家来分享一下本人近期研究的几只股票",76,国内微信,c,1
峨眉山,"
　　最新利好消息曝光：长城动漫、江山股份、 美克家居、兴业证券、龙江交通、雄塑科技、 广电电气、峨眉山A",76,国内微信,c,1
峨眉山,最新利好消息曝光：长城动漫、江山股份、美克家居、兴业证券、龙江交通、雄塑科技、广电电气、峨眉山A,76,国内微信,t,1
峨眉山,"　　峨眉山A 津滨发展 云内动力 南宁糖业 嘉凯城 众合机电 中关村 紫光股份 广济药业 首钢股份 长源电州友谊 中国中期 新和成
　　电器、电子产品、机械产品、通讯设备及相关配件制造;家用电器及电子产品技术咨询服务;进出口业务(按外经贸部核准范围经营);批发零售;国内商业(国家禁止商品除外);矿泉水制造、饮食、旅游服务(限分支机构经营)",77,国内微信,c,1
峨眉山,峨眉山A 津滨发展 云内动力 南宁糖业 嘉凯城 众合机电 中关村 紫光股份 广济药业 首钢股份 长源电州友谊 中国中期 新和成,77,国内微信,t,1
峨眉山,"　　重磅消息：中国重汽 东方热电 天保基建 蓝鼎控股 桂林旅游 大庆华科 皇台酒业 豫能控股 顺鑫农业 张裕A 大连国际  峨眉山A
　　近期的平均成本为9.50元，股价在成本下方运行",78,国内微信,c,1
峨眉山,重磅消息：中国重汽 东方热电 天保基建 蓝鼎控股 桂林旅游 大庆华科 皇台酒业 豫能控股 顺鑫农业 张裕A 大连国际  峨眉山A,78,国内微信,t,1
峨眉山,"　　华联股份（000882）中广核技(000881)湖北能源(000883)海南高速(000886)峨眉山A(000888)
<IMAGE SRC=""http://mmbiz.qpic.cn/mmbiz_jpg/snAmRm0fzfK3AhYaic6IPwNhj5MicEZ65Iwt76A56ibH",79,国内微信,c,1
峨眉山,"
　　峨眉山A(000888)，已连续上涨4天  短期趋势：弱势下跌过程中，可逢高卖出，暂不考虑买进",79,国内微信,c,1
峨眉山,华联股份（000882）中广核技(000881)湖北能源(000883)海南高速(000886)峨眉山A(000888),79,国内微信,t,1
峨眉山,"eYibRouO26YLPbfJhvoYDXoPsZDRIS49TXkYgTyGUnLWtTgD8ZgpDThoOzX5g/0?wx_fmt=jpeg"" >
　　2017年6月20日-6月23日【乐山峨眉山农业银行外拓营销项目】伙伴们在三天的商户面访过程中，用行动和努力取得了骄人的成绩，其中：e管家31户，信用币29500元，POS机23台，手机银行24户，信用卡67户，对公开户5户，峨商贷7户，",80,国内微信,c,2
峨眉山,"
　　2017年6月20日-6月23日【乐山峨眉山农业银行外拓营销项目】圆满结束",80,国内微信,c,2
峨眉山,2017年6月20日-6月23日【乐山峨眉山农业银行外拓营销项目】圆满结束！,80,国内微信,t,2
峨眉山,"　　最新利好：南京新百山河智能峨眉山A汉威电子华夏幸福
　　最近很多朋友在问佬王，“老师有牛股吗",81,国内微信,c,1
峨眉山,"
　　最新利好： 南京新百 山河智能 峨眉山A 汉威电子 华夏幸福",81,国内微信,c,1
峨眉山,最新利好：南京新百山河智能峨眉山A汉威电子华夏幸福,81,国内微信,t,1
峨眉山,"　　黑马涨停利好曝光：峨眉山A汇中股份金运激光青岛啤酒多氟多宇通客车润和软件宁波联合长江证券
　　最近很多朋友在问李亚分析，“老师有牛股吗",82,国内微信,c,1
峨眉山,"
　　黑马涨停利好曝光：峨眉山A 汇中股份 金运激光 青岛啤酒 多氟多 宇通客车 润和软件 宁波联合 长江证券",82,国内微信,c,1
峨眉山,黑马涨停利好曝光：峨眉山A汇中股份金运激光青岛啤酒多氟多宇通客车润和软件宁波联合长江证券,82,国内微信,t,1
峨眉山,"最新利好消息：华联股份 湖北能源 同力水泥 海南高速 中鼎股份 峨眉山A
股市中从来不缺少机会，更不缺少好股",83,国内微信,c,1
峨眉山,最新利好消息：华联股份 湖北能源 同力水泥 海南高速 中鼎股份 峨眉山A,83,国内微信,t,1
峨眉山,2）黄山旅游客流高增长相对确定，内控夯实业绩，外延提振估值，弱市下稳健龙头品种；3）峨眉山基本面反转预期明确，交通改善带来中长期支撑，管理层换届后国企改革有望突破；4）宋城演艺作为旅游演艺绝对龙头，主业今年有望恢复性反弹，且国内外扩张有望加码,84,国内微信,c,1
峨眉山,"　　【龙哥财经kh9339】最新利好消息：海南高速中鼎股份峨眉山A茂业物流法尔胜
　　最近很多朋友在问龙哥，“龙哥老师有牛股吗",85,国内微信,c,1
峨眉山,"
　　【龙哥财经kh9339】最新利好消息：海南高速 中鼎股份 峨眉山A 茂业物流 法尔胜",85,国内微信,c,1
峨眉山,【龙哥财经kh9339】最新利好消息：海南高速中鼎股份峨眉山A茂业物流法尔胜,85,国内微信,t,1
峨眉山,今年天气因素消除、交通继续改善叠加消费升级多方面利好叠加为景区带来更大的业绩弹性，关注内生有保障，外延有看点的优质景区龙头，推荐黄山旅游、峨眉山、桂林旅游,86,国内微信,c,1
峨眉山,其中涨幅前3名的个股为*ST黑豹（14.60%）、峨眉山A（14.17%）以及隆基股份（8.22%）,87,国内微信,c,1
峨眉山,"
　　◆光大证券研究所4月投资组合
　　光大证券4月投资组合为建设银行、东睦股份、西山煤电、纽威股份、四川路桥、建研集团、方大特钢、上海临港、东华能源、隆基股份、友好集团、九强生物、哈尔斯、歌力思、峨眉山A、神雾环保、东软集团、中兴通讯、佳士科技",87,国内微信,c,1
峨眉山,其中涨幅前3名的个股为*ST黑豹（14.60%）、峨眉山A（14.17%）以及隆基股份（8.22%）,88,国内微信,c,1
峨眉山,"
　　◆光大证券研究所4月投资组合
　　光大证券4月投资组合为建设银行、东睦股份、西山煤电、纽威股份、四川路桥、建研集团、方大特钢、上海临港、东华能源、隆基股份、友好集团、九强生物、哈尔斯、歌力思、峨眉山A、神雾环保、东软集团、中兴通讯、佳士科技",88,国内微信,c,1
峨眉山,"　　　　超级利好：潍柴重机、大连国际、华联股份、湖北能源、同力水泥、海南高速、中鼎股份、峨眉山A、茂业物流、法尔胜、星美联合、东凌粮油
　　超级利好：潍柴重机、大连国际、华联股份、湖北能源、同力水泥、海南高速、中鼎股份、峨眉山A、茂业物流、法尔胜、星美联合、东凌粮油
　　开门红让资金期待",89,国内微信,c,1
峨眉山,"
　　超级利好：潍柴重机、大连国际、华联股份、湖北能源、同力水泥、海南高速、中鼎股份、峨眉山A、茂业物流、法尔胜、星美联合、东凌粮油",89,国内微信,c,1
峨眉山,　　超级利好：潍柴重机、大连国际、华联股份、湖北能源、同力水泥、海南高速、中鼎股份、峨眉山A、茂业物流、法尔胜、星美联合、东凌粮油,89,国内微信,t,1
